"","Host","Accession","Description","Classification","Genome.Length..bp.","Jumbophage","molGC....","Molecule","Modification.Date","Number.CDS","Positive.Strand....","Negative.Strand....","Coding.Capacity...","Low.Coding.Capacity.Warning","tRNAs","Lowest.Taxa","Genus","Sub.family","Family","Order","Class","Phylum","Kingdom","Realm","Baltimore.Group","Genbank.Division","Isolation.Host..beware.inconsistent.and.nonsense.values.","gtdb_f","f_spor","newgtdb_Domain","newgtdb_Phylum","newgtdb_Class","newgtdb_Order","fna"
"1009","Geobacillus","OK896991","Geobacillus phage GR1","Geobacillus phage GR1 Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",79387,FALSE,"32.349","DNA","08-AUG-2023",101,"71.2871287128713","28.7128712871287","87.5319636716339",NA,0,"Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Geobacillus stearothermophilus ATCC 10149","Anoxybacillaceae",TRUE,"Bacteria","Bacillota","Bacilli","Bacillales","fna"
"1010","Geobacillus","KY565347","Geobacillus phage TP-84","Geobacillus phage TP-84 Saundersvirus Tp84 Saundersvirus Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",47718,FALSE,"45.547","DNA","29-MAR-2022",75,"100","0","91.2171507607192",NA,0,"Saundersvirus","Saundersvirus","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Geobacillus stearothermophilus 2184","Anoxybacillaceae",TRUE,"Bacteria","Bacillota","Bacilli","Bacillales","fna"
"1011","Geobacillus","OP341625","Geobacillus phage vB_GthS_PK2.1","Geobacillus phage vB_GthS_PK2.1 Saundersvirus Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",46106,FALSE,"45.948","DNA","26-OCT-2022",71,"100","0","92.7406411313061",NA,0,"Saundersvirus","Saundersvirus","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Geobacillus thermodenitrificans","Anoxybacillaceae",TRUE,"Bacteria","Bacillota","Bacilli","Bacillales","fna"
"1012","Hungatella","OP172758","Hungatella phage CH17P1","Hungatella phage CH17P1 Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",15915,FALSE,"39.478","DNA","27-DEC-2022",18,"50","50","86.0006283380459",NA,0,"Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Hungatella sp. 005845265 CSC17","Lachnospiraceae",TRUE,"Bacteria","Bacillota","Clostridia","Lachnospirales","fna"
"1013","Kurthia","ON637248","Kurthia phage vb_KgiM_P1","Kurthia phage vb_KgiM_P1 Rountreeviridae Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",15855,FALSE,"31.864","DNA","22-JUN-2022",20,"85","15","95.7805108798486",NA,0,"Rountreeviridae","Unclassified","Unclassified","Rountreeviridae","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Kurthia gibsonii","Planococcaceae",TRUE,"Bacteria","Bacillota","Bacilli","Bacillales_A","fna"
"1014","Lacticaseibacillus","OP807344","Lacticaseibacillus phage R3.1","Lacticaseibacillus phage R3.1 Junavirus Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",41371,FALSE,"44.609","DNA","14-JAN-2023",58,"17.2413793103448","82.7586206896552","77.9459041357473",NA,0,"Junavirus","Junavirus","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Lacticaseibacillus rhamnosus LMG 10768","Lactobacillaceae",FALSE,"Bacteria","Bacillota","Bacilli","Lactobacillales","fna"
"1015","Lacticaseibacillus","OP807345","Lacticaseibacillus phage R3.3","Lacticaseibacillus phage R3.3 Coetzeevirus Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",38073,FALSE,"45.746","DNA","14-JAN-2023",58,"8.62068965517241","91.3793103448276","94.3345678039556",NA,0,"Coetzeevirus","Coetzeevirus","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Lacticaseibacillus casei LMG 10768","Lactobacillaceae",FALSE,"Bacteria","Bacillota","Bacilli","Lactobacillales","fna"
"1016","Lacticaseibacillus","OP869852","Lacticaseibacillus phage R26.9","Lacticaseibacillus phage R26.9 Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",13665,FALSE,"46.118","DNA","08-JAN-2023",16,"100","0","91.4818880351262",NA,0,"Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Lacticaseibacillus rhamnosus LMG 23551","Lactobacillaceae",FALSE,"Bacteria","Bacillota","Bacilli","Lactobacillales","fna"
"1017","Lacticaseibacillus","OP869854","Lacticaseibacillus phage R26.26","Lacticaseibacillus phage R26.26 Viruses",16938,FALSE,"43.311","DNA","08-JAN-2023",35,"25.7142857142857","74.2857142857143","87.1236273467942",NA,0,"Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","PHG","Lacticaseibacillus rhamnosus LMG 23551","Lactobacillaceae",FALSE,"Bacteria","Bacillota","Bacilli","Lactobacillales","fna"
"1018","Lacticaseibacillus","OP807346","Lacticaseibacillus phage R9.1","Lacticaseibacillus phage R9.1 Pleetrevirus Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",43914,FALSE,"45.077","DNA","14-JAN-2023",64,"9.375","90.625","91.4674135810903",NA,0,"Pleetrevirus","Pleetrevirus","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Lacticaseibacillus casei LMG 23550","Lactobacillaceae",FALSE,"Bacteria","Bacillota","Bacilli","Lactobacillales","fna"
"1019","Lacticaseibacillus","OP869855","Lacticaseibacillus phage R29.1","Lacticaseibacillus phage R29.1 Junavirus Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",41353,FALSE,"44.623","DNA","08-JAN-2023",59,"15.2542372881356","84.7457627118644","88.0927623147051",NA,0,"Junavirus","Junavirus","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Lacticaseibacillus rhamnosus LMG 27305","Lactobacillaceae",FALSE,"Bacteria","Bacillota","Bacilli","Lactobacillales","fna"
"1020","Lacticaseibacillus","OP807342","Lacticaseibacillus phage P2.4","Lacticaseibacillus phage P2.4 Iaduovirus Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",31327,FALSE,"46.251","DNA","14-JAN-2023",44,"0","100","95.0936891499346",NA,0,"Iaduovirus","Iaduovirus","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Lacticaseibacillus paracasei LMG 9193","Lactobacillaceae",FALSE,"Bacteria","Bacillota","Bacilli","Lactobacillales","fna"
"1021","Lacticaseibacillus","OP807341","Lacticaseibacillus phage C4.1","Lacticaseibacillus phage C4.1 Sukhumvitvirus Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",40496,FALSE,"44.432","DNA","14-JAN-2023",55,"9.09090909090909","90.9090909090909","92.4239431054919",NA,0,"Sukhumvitvirus","Sukhumvitvirus","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Lacticaseibacillus casei LMG 24102","Lactobacillaceae",FALSE,"Bacteria","Bacillota","Bacilli","Lactobacillales","fna"
"1022","Lacticaseibacillus","OP869851","Lacticaseibacillus phage R26.1","Lacticaseibacillus phage R26.1 Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",15427,FALSE,"44.584","DNA","08-JAN-2023",17,"100","0","93.8873403772606",NA,0,"Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Lacticaseibacillus rhamnosus LMG 23551","Lactobacillaceae",FALSE,"Bacteria","Bacillota","Bacilli","Lactobacillales","fna"
"1023","Lacticaseibacillus","OP869853","Lacticaseibacillus phage R26.14","Lacticaseibacillus phage R26.14 Viruses",11745,FALSE,"42.997","DNA","08-JAN-2023",17,"64.7058823529412","35.2941176470588","86.7432950191571",NA,0,"Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","PHG","Lacticaseibacillus rhamnosus LMG 23551","Lactobacillaceae",FALSE,"Bacteria","Bacillota","Bacilli","Lactobacillales","fna"
"1024","Lacticaseibacillus","OP869843","Lacticaseibacillus phage R9.2","Lacticaseibacillus phage R9.2 Viruses",16074,FALSE,"43.549","DNA","08-JAN-2023",30,"20","80","89.9402762224711",NA,0,"Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","PHG","Lacticaseibacillus casei LMG 23550","Lactobacillaceae",FALSE,"Bacteria","Bacillota","Bacilli","Lactobacillales","fna"
"1025","Lacticaseibacillus","OP869844","Lacticaseibacillus phage R9.3","Lacticaseibacillus phage R9.3 Lacnuvirus Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",22598,FALSE,"44.261","DNA","08-JAN-2023",26,"0","100","96.1678024603947",NA,0,"Lacnuvirus","Lacnuvirus","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Lacticaseibacillus rhamnosus LMG 23550","Lactobacillaceae",FALSE,"Bacteria","Bacillota","Bacilli","Lactobacillales","fna"
"1026","Lacticaseibacillus","OP869845","Lacticaseibacillus phage R10.1","Lacticaseibacillus phage R10.1 Pleetrevirus Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",37715,FALSE,"45.101","DNA","08-JAN-2023",58,"81.0344827586207","18.9655172413793","89.661938220867",NA,0,"Pleetrevirus","Pleetrevirus","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Lacticaseibacillus rhamnosus LMG 25881","Lactobacillaceae",FALSE,"Bacteria","Bacillota","Bacilli","Lactobacillales","fna"
"1027","Lacticaseibacillus","OP869849","Lacticaseibacillus phage R24.1","Lacticaseibacillus phage R24.1 Sukhumvitvirus Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",40600,FALSE,"44.308","DNA","08-JAN-2023",59,"6.77966101694915","93.2203389830508","94.1600985221675",NA,0,"Sukhumvitvirus","Sukhumvitvirus","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Lacticaseibacillus rhamnosus LMG 23327","Lactobacillaceae",FALSE,"Bacteria","Bacillota","Bacilli","Lactobacillales","fna"
"1028","Lacticaseibacillus","OP869847","Lacticaseibacillus phage R23.1","Lacticaseibacillus phage R23.1 Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",14518,FALSE,"43.635","DNA","08-JAN-2023",22,"72.7272727272727","27.2727272727273","83.5652293704367",NA,0,"Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Lacticaseibacillus rhamnosus LMG 23277","Lactobacillaceae",FALSE,"Bacteria","Bacillota","Bacilli","Lactobacillales","fna"
"1029","Lacticaseibacillus","OP869850","Lacticaseibacillus phage R24.2","Lacticaseibacillus phage R24.2 Pleetrevirus Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",42770,FALSE,"44.702","DNA","08-JAN-2023",67,"16.4179104477612","83.5820895522388","89.3406593406593",NA,0,"Pleetrevirus","Pleetrevirus","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Lacticaseibacillus rhamnosus LMG 23327","Lactobacillaceae",FALSE,"Bacteria","Bacillota","Bacilli","Lactobacillales","fna"
"1030","Lacticaseibacillus","OP807343","Lacticaseibacillus phage P7.1","Lacticaseibacillus phage P7.1 Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",41308,FALSE,"44.432","DNA","14-JAN-2023",55,"89.0909090909091","10.9090909090909","93.2507020431878",NA,0,"Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Lacticaseibacillus paracasei LMG 19719","Lactobacillaceae",FALSE,"Bacteria","Bacillota","Bacilli","Lactobacillales","fna"
"1031","Lacticaseibacillus","OP869846","Lacticaseibacillus phage R18.1","Lacticaseibacillus phage R18.1 Junavirus Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",41877,FALSE,"44.487","DNA","28-JAN-2023",57,"87.719298245614","12.280701754386","91.5968192563937",NA,0,"Junavirus","Junavirus","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Lacticaseibacillus rhamnosus LMG 19717","Lactobacillaceae",FALSE,"Bacteria","Bacillota","Bacilli","Lactobacillales","fna"
"1032","Lacticaseibacillus","OP869848","Lacticaseibacillus phage R23.9","Lacticaseibacillus phage R23.9 Junavirus Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",41598,FALSE,"45.182","DNA","08-JAN-2023",54,"94.4444444444444","5.55555555555556","92.0669262945334",NA,0,"Junavirus","Junavirus","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Lacticaseibacillus rhamnosus LMG 23277","Lactobacillaceae",FALSE,"Bacteria","Bacillota","Bacilli","Lactobacillales","fna"
"1033","Lacticaseibacillus","OP676228","Lacticaseibacillus phage C3.1","Lacticaseibacillus phage C3.1 Sukhumvitvirus Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",40498,FALSE,"44.434","DNA","30-NOV-2022",55,"90.9090909090909","9.09090909090909","92.411970961529",NA,0,"Sukhumvitvirus","Sukhumvitvirus","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Lacticaseibacillus casei LMG 24099","Lactobacillaceae",FALSE,"Bacteria","Bacillota","Bacilli","Lactobacillales","fna"
"1034","Lactiplantibacillus","ON117106","Lactiplantibacillus phage Gut-P1","Lactiplantibacillus phage Gut-P1 Douglaswolinvirus Tybeckvirinae Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",79928,FALSE,"36.950","DNA","10-MAY-2022",119,"37.8151260504202","62.1848739495798","87.6201080972876",NA,6,"Douglaswolinvirus","Douglaswolinvirus","Tybeckvirinae","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Lactiplantibacillus plantarum CNGBCC1800069","Lactobacillaceae",FALSE,"Bacteria","Bacillota","Bacilli","Lactobacillales","fna"
"1035","Lactiplantibacillus","PP779551","Lactiplantibacillus phage H1-Guo","Lactiplantibacillus phage H1-Guo Viruses",39617,FALSE,"41.518","DNA","19-JUN-2024",56,"12.5","87.5","91.6727667415503",NA,0,"Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","PHG","Lactiplantibacillus plantarum","Lactobacillaceae",FALSE,"Bacteria","Bacillota","Bacilli","Lactobacillales","fna"
"1036","Lactobacillus","KF767351","Lactobacillus phage phi jlb1","Lactobacillus phage phi jlb1 Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",38269,FALSE,"37.359","DNA","27-MAY-2014",59,"91.5254237288136","8.47457627118644","92.8845802085239",NA,1,"Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Lactobacillus gasseri ADH","Lactobacillaceae",FALSE,"Bacteria","Bacillota","Bacilli","Lactobacillales","fna"
"1037","Lactobacillus","EU246945","Lactobacillus phage Lrm1","Lactobacillus phage Lrm1 Larmunavirus Lrm1 Larmunavirus Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",39989,FALSE,"45.490","DNA","01-AUG-2008",55,"92.7272727272727","7.27272727272727","92.442921803496",NA,1,"Larmunavirus","Larmunavirus","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Lactobacillus rhamnosus strain M1","Lactobacillaceae",FALSE,"Bacteria","Bacillota","Bacilli","Lactobacillales","fna"
"1038","Lactobacillus","MN830257","Lactobacillus phage JNU_P11","Lactobacillus phage JNU_P11 Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",36721,FALSE,"36.350","DNA","30-MAY-2020",53,"7.54716981132075","92.4528301886792","91.3972931020397",NA,1,"Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Lactobacillus gasseri","Lactobacillaceae",FALSE,"Bacteria","Bacillota","Bacilli","Lactobacillales","fna"
"1039","Lactobacillus","KF188410","Lactobacillus phage phiLdb","Lactobacillus phage phiLdb Cequinquevirus Ldb Cequinquevirus Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",33996,FALSE,"41.952","DNA","09-DEC-2015",59,"100","0","93.3374514648782",NA,0,"Cequinquevirus","Cequinquevirus","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Lactobacillus delbrueckii ATCC 11842","Lactobacillaceae",FALSE,"Bacteria","Bacillota","Bacilli","Lactobacillales","fna"
"1040","Lactobacillus","OQ627808","Lactobacillus phage T280","Lactobacillus phage T280 Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",35926,FALSE,"37.299","DNA","09-AUG-2023",52,"7.69230769230769","92.3076923076923","89.2751767522129",NA,0,"Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Lactobacillus helveticus","Lactobacillaceae",FALSE,"Bacteria","Bacillota","Bacilli","Lactobacillales","fna"
"1041","Lactobacillus","OQ627803","Lactobacillus phage CR191","Lactobacillus phage CR191 Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",35411,FALSE,"37.449","DNA","09-AUG-2023",52,"92.3076923076923","7.69230769230769","86.185083731044",NA,0,"Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Lactobacillus helveticus","Lactobacillaceae",FALSE,"Bacteria","Bacillota","Bacilli","Lactobacillales","fna"
"1042","Lactobacillus","MK504444","Lactobacillus phage 3-521","Lactobacillus phage 3-521 Watanabevirus wv3521 Watanabevirus Herelleviridae Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",140816,FALSE,"36.933","DNA","07-JUN-2019",161,"70.1863354037267","29.8136645962733","90.3654414271106",NA,12,"Watanabevirus","Watanabevirus","Unclassified","Herelleviridae","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Lactobacillus brevis","Lactobacillaceae",FALSE,"Bacteria","Bacillota","Bacilli","Lactobacillales","fna"
"1043","Lactobacillus","KY381600","Lactobacillus phage P2","Lactobacillus phage P2 Maenadvirus Tybeckvirinae Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",77937,FALSE,"39.200","DNA","05-JUL-2018",109,"66.0550458715596","33.9449541284404","88.2251048924131",NA,2,"Maenadvirus","Maenadvirus","Tybeckvirinae","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Lactobacillus plantarum IMAU10120","Lactobacillaceae",FALSE,"Bacteria","Bacillota","Bacilli","Lactobacillales","fna"
