SubtiWiki,BSU_number,FuncId,FuncName1,FuncName2,FuncName3,FuncName4,FuncName5
lysC,BSU28470,SW 2.3,Metabolism,amino acid/ nitrogen metabolism,biosynthesis/ acquisition of amino acids,biosynthesis/ acquisition of lysine/ threonine,NA
patA,BSU14000,SW 2.3,Metabolism,amino acid/ nitrogen metabolism,biosynthesis/ acquisition of amino acids,biosynthesis/ acquisition of lysine/ threonine,NA
yclM,BSU03790,SW 2.3,Metabolism,amino acid/ nitrogen metabolism,biosynthesis/ acquisition of amino acids,biosynthesis/ acquisition of lysine/ threonine,NA
ykuR,BSU14190,SW 2.3,Metabolism,amino acid/ nitrogen metabolism,biosynthesis/ acquisition of amino acids,biosynthesis/ acquisition of lysine/ threonine,NA
hom,BSU32260,SW 2.3,Metabolism,amino acid/ nitrogen metabolism,biosynthesis/ acquisition of amino acids,biosynthesis/ acquisition of lysine/ threonine,NA
thrB,BSU32240,SW 2.3,Metabolism,amino acid/ nitrogen metabolism,biosynthesis/ acquisition of amino acids,biosynthesis/ acquisition of lysine/ threonine,NA
thrC,BSU32250,SW 2.3,Metabolism,amino acid/ nitrogen metabolism,biosynthesis/ acquisition of amino acids,biosynthesis/ acquisition of lysine/ threonine,NA
ytjP,BSU29980,SW 2.3,Metabolism,amino acid/ nitrogen metabolism,biosynthesis/ acquisition of amino acids,biosynthesis/ acquisition of lysine/ threonine/ based on similarity,NA
ykuQ,BSU14180,SW 2.3,Metabolism,amino acid/ nitrogen metabolism,biosynthesis/ acquisition of amino acids,biosynthesis/ acquisition of lysine/ threonine/ based on similarity,NA
serA,BSU23070,SW 2.3,Metabolism,amino acid/ nitrogen metabolism,biosynthesis/ acquisition of amino acids,biosynthesis/ acquisition of serine/ glycine/ alanine,NA
serC,BSU10020,SW 2.3,Metabolism,amino acid/ nitrogen metabolism,biosynthesis/ acquisition of amino acids,biosynthesis/ acquisition of serine/ glycine/ alanine,NA
glyA,BSU36900,SW 2.3,Metabolism,amino acid/ nitrogen metabolism,biosynthesis/ acquisition of amino acids,biosynthesis/ acquisition of serine/ glycine/ alanine,NA
yrbD,BSU27810,SW 2.3,Metabolism,amino acid/ nitrogen metabolism,biosynthesis/ acquisition of amino acids,biosynthesis/ acquisition of serine/ glycine/ alanine,NA
cysE,BSU00930,SW 2.3,Metabolism,amino acid/ nitrogen metabolism,biosynthesis/ acquisition of amino acids,biosynthesis/ acquisition of cysteine,NA
cysK,BSU00730,SW 2.3,Metabolism,amino acid/ nitrogen metabolism,biosynthesis/ acquisition of amino acids,biosynthesis/ acquisition of cysteine,NA
mccA,BSU27260,SW 2.3,Metabolism,amino acid/ nitrogen metabolism,biosynthesis/ acquisition of amino acids,biosynthesis/ acquisition of cysteine,NA
mccB,BSU27250,SW 2.3,Metabolism,amino acid/ nitrogen metabolism,biosynthesis/ acquisition of amino acids,biosynthesis/ acquisition of cysteine,NA
tcyA,BSU03610,SW 2.3,Metabolism,amino acid/ nitrogen metabolism,biosynthesis/ acquisition of amino acids,biosynthesis/ acquisition of cysteine,NA
tcyB,BSU03600,SW 2.3,Metabolism,amino acid/ nitrogen metabolism,biosynthesis/ acquisition of amino acids,biosynthesis/ acquisition of cysteine,NA
tcyC,BSU03590,SW 2.3,Metabolism,amino acid/ nitrogen metabolism,biosynthesis/ acquisition of amino acids,biosynthesis/ acquisition of cysteine,NA
tcyJ,BSU29380,SW 2.3,Metabolism,amino acid/ nitrogen metabolism,biosynthesis/ acquisition of amino acids,biosynthesis/ acquisition of cysteine,NA
tcyK,BSU29370,SW 2.3,Metabolism,amino acid/ nitrogen metabolism,biosynthesis/ acquisition of amino acids,biosynthesis/ acquisition of cysteine,NA
tcyL,BSU29360,SW 2.3,Metabolism,amino acid/ nitrogen metabolism,biosynthesis/ acquisition of amino acids,biosynthesis/ acquisition of cysteine,NA
tcyM,BSU29350,SW 2.3,Metabolism,amino acid/ nitrogen metabolism,biosynthesis/ acquisition of amino acids,biosynthesis/ acquisition of cysteine,NA
tcyN,BSU29340,SW 2.3,Metabolism,amino acid/ nitrogen metabolism,biosynthesis/ acquisition of amino acids,biosynthesis/ acquisition of cysteine,NA
tcyP,BSU09130,SW 2.3,Metabolism,amino acid/ nitrogen metabolism,biosynthesis/ acquisition of amino acids,biosynthesis/ acquisition of cysteine,NA
ytlI,BSU29400,SW 2.3,Metabolism,amino acid/ nitrogen metabolism,biosynthesis/ acquisition of amino acids,biosynthesis/ acquisition of cysteine,NA
yxeO,BSU39480,SW 2.3,Metabolism,amino acid/ nitrogen metabolism,biosynthesis/ acquisition of amino acids,biosynthesis/ acquisition of cysteine,NA
yxeN,BSU39490,SW 2.3,Metabolism,amino acid/ nitrogen metabolism,biosynthesis/ acquisition of amino acids,biosynthesis/ acquisition of cysteine,NA
yxeM,BSU39500,SW 2.3,Metabolism,amino acid/ nitrogen metabolism,biosynthesis/ acquisition of amino acids,biosynthesis/ acquisition of cysteine,NA
hom,BSU32260,SW 2.3,Metabolism,amino acid/ nitrogen metabolism,biosynthesis/ acquisition of amino acids,biosynthesis/ acquisition of methionine/ S-adenosylmethionine,NA
metA,BSU21910,SW 2.3,Metabolism,amino acid/ nitrogen metabolism,biosynthesis/ acquisition of amino acids,biosynthesis/ acquisition of methionine/ S-adenosylmethionine,NA
metC,BSU11880,SW 2.3,Metabolism,amino acid/ nitrogen metabolism,biosynthesis/ acquisition of amino acids,biosynthesis/ acquisition of methionine/ S-adenosylmethionine,NA
metE,BSU13180,SW 2.3,Metabolism,amino acid/ nitrogen metabolism,biosynthesis/ acquisition of amino acids,biosynthesis/ acquisition of methionine/ S-adenosylmethionine,NA
metI,BSU11870,SW 2.3,Metabolism,amino acid/ nitrogen metabolism,biosynthesis/ acquisition of amino acids,biosynthesis/ acquisition of methionine/ S-adenosylmethionine,NA
metK,BSU30550,SW 2.3,Metabolism,amino acid/ nitrogen metabolism,biosynthesis/ acquisition of amino acids,biosynthesis/ acquisition of methionine/ S-adenosylmethionine,NA
metN,BSU32750,SW 2.3,Metabolism,amino acid/ nitrogen metabolism,biosynthesis/ acquisition of amino acids,biosynthesis/ acquisition of methionine/ S-adenosylmethionine,NA
metP,BSU32740,SW 2.3,Metabolism,amino acid/ nitrogen metabolism,biosynthesis/ acquisition of amino acids,biosynthesis/ acquisition of methionine/ S-adenosylmethionine,NA
metQ,BSU32730,SW 2.3,Metabolism,amino acid/ nitrogen metabolism,biosynthesis/ acquisition of amino acids,biosynthesis/ acquisition of methionine/ S-adenosylmethionine,NA
mtnE,BSU13580,SW 2.3,Metabolism,amino acid/ nitrogen metabolism,biosynthesis/ acquisition of amino acids,biosynthesis/ acquisition of methionine/ S-adenosylmethionine,NA
patB,BSU31440,SW 2.3,Metabolism,amino acid/ nitrogen metabolism,biosynthesis/ acquisition of amino acids,biosynthesis/ acquisition of methionine/ S-adenosylmethionine,NA
mtnA,BSU13550,SW 2.3,Metabolism,amino acid/ nitrogen metabolism,biosynthesis/ acquisition of amino acids,biosynthesis/ acquisition of methionine/ S-adenosylmethionine,NA
mtnB,BSU13610,SW 2.3,Metabolism,amino acid/ nitrogen metabolism,biosynthesis/ acquisition of amino acids,biosynthesis/ acquisition of methionine/ S-adenosylmethionine,NA
mtnD,BSU13620,SW 2.3,Metabolism,amino acid/ nitrogen metabolism,biosynthesis/ acquisition of amino acids,biosynthesis/ acquisition of methionine/ S-adenosylmethionine,NA
mtnK,BSU13560,SW 2.3,Metabolism,amino acid/ nitrogen metabolism,biosynthesis/ acquisition of amino acids,biosynthesis/ acquisition of methionine/ S-adenosylmethionine,NA
mtnN,BSU27270,SW 2.3,Metabolism,amino acid/ nitrogen metabolism,biosynthesis/ acquisition of amino acids,biosynthesis/ acquisition of methionine/ S-adenosylmethionine,NA
mtnW,BSU13590,SW 2.3,Metabolism,amino acid/ nitrogen metabolism,biosynthesis/ acquisition of amino acids,biosynthesis/ acquisition of methionine/ S-adenosylmethionine,NA
mtnX,BSU13600,SW 2.3,Metabolism,amino acid/ nitrogen metabolism,biosynthesis/ acquisition of amino acids,biosynthesis/ acquisition of methionine/ S-adenosylmethionine,NA
luxS,BSU30670,SW 2.3,Metabolism,amino acid/ nitrogen metabolism,biosynthesis/ acquisition of amino acids,biosynthesis/ acquisition of methionine/ S-adenosylmethionine,NA
yxjH,BSU38950,SW 2.3,Metabolism,amino acid/ nitrogen metabolism,biosynthesis/ acquisition of amino acids,biosynthesis/ acquisition of methionine/ S-adenosylmethionine/ based on similarity,NA
yxjG,BSU38960,SW 2.3,Metabolism,amino acid/ nitrogen metabolism,biosynthesis/ acquisition of amino acids,biosynthesis/ acquisition of methionine/ S-adenosylmethionine/ based on similarity,NA
yoaD,BSU18560,SW 2.3,Metabolism,amino acid/ nitrogen metabolism,biosynthesis/ acquisition of amino acids,biosynthesis/ acquisition of methionine/ S-adenosylmethionine/ based on similarity,NA
yitJ,BSU11010,SW 2.3,Metabolism,amino acid/ nitrogen metabolism,biosynthesis/ acquisition of amino acids,biosynthesis/ acquisition of methionine/ S-adenosylmethionine/ based on similarity,NA
braB,BSU29600,SW 2.3,Metabolism,amino acid/ nitrogen metabolism,biosynthesis/ acquisition of amino acids,biosynthesis/ acquisition of branched-chain amino acids,NA
bcaP,BSU09460,SW 2.4,Metabolism,amino acid/ nitrogen metabolism,biosynthesis/ acquisition of amino acids,biosynthesis/ acquisition of branched-chain amino acids,NA
azlB,BSU26720,SW 2.3,Metabolism,amino acid/ nitrogen metabolism,biosynthesis/ acquisition of amino acids,biosynthesis/ acquisition of branched-chain amino acids,NA
azlC,BSU26710,SW 2.3,Metabolism,amino acid/ nitrogen metabolism,biosynthesis/ acquisition of amino acids,biosynthesis/ acquisition of branched-chain amino acids,NA
azlD,BSU26700,SW 2.3,Metabolism,amino acid/ nitrogen metabolism,biosynthesis/ acquisition of amino acids,biosynthesis/ acquisition of branched-chain amino acids,NA
brnQ,BSU26690,SW 2.3,Metabolism,amino acid/ nitrogen metabolism,biosynthesis/ acquisition of amino acids,biosynthesis/ acquisition of branched-chain amino acids,NA
ilvA,BSU21770,SW 2.3,Metabolism,amino acid/ nitrogen metabolism,biosynthesis/ acquisition of amino acids,biosynthesis/ acquisition of branched-chain amino acids,NA
ilvB,BSU28310,SW 2.3,Metabolism,amino acid/ nitrogen metabolism,biosynthesis/ acquisition of amino acids,biosynthesis/ acquisition of branched-chain amino acids,NA
ilvC,BSU28290,SW 2.3,Metabolism,amino acid/ nitrogen metabolism,biosynthesis/ acquisition of amino acids,biosynthesis/ acquisition of branched-chain amino acids,NA
ilvD,BSU21870,SW 2.3,Metabolism,amino acid/ nitrogen metabolism,biosynthesis/ acquisition of amino acids,biosynthesis/ acquisition of branched-chain amino acids,NA
ilvH,BSU28300,SW 2.3,Metabolism,amino acid/ nitrogen metabolism,biosynthesis/ acquisition of amino acids,biosynthesis/ acquisition of branched-chain amino acids,NA
leuA,BSU28280,SW 2.3,Metabolism,amino acid/ nitrogen metabolism,biosynthesis/ acquisition of amino acids,biosynthesis/ acquisition of branched-chain amino acids,NA
leuB,BSU28270,SW 2.3,Metabolism,amino acid/ nitrogen metabolism,biosynthesis/ acquisition of amino acids,biosynthesis/ acquisition of branched-chain amino acids,NA
leuC,BSU28260,SW 2.3,Metabolism,amino acid/ nitrogen metabolism,biosynthesis/ acquisition of amino acids,biosynthesis/ acquisition of branched-chain amino acids,NA
leuD,BSU28250,SW 2.3,Metabolism,amino acid/ nitrogen metabolism,biosynthesis/ acquisition of amino acids,biosynthesis/ acquisition of branched-chain amino acids,NA
ybgE,BSU02390,SW 2.3,Metabolism,amino acid/ nitrogen metabolism,biosynthesis/ acquisition of amino acids,biosynthesis/ acquisition of branched-chain amino acids,NA
ywaA,BSU38550,SW 2.3,Metabolism,amino acid/ nitrogen metabolism,biosynthesis/ acquisition of amino acids,biosynthesis/ acquisition of branched-chain amino acids,NA
aroA,BSU29750,SW 2.3,Metabolism,amino acid/ nitrogen metabolism,biosynthesis/ acquisition of amino acids,biosynthesis/ acquisition of aromatic amino acids,NA
aroB,BSU22700,SW 2.3,Metabolism,amino acid/ nitrogen metabolism,biosynthesis/ acquisition of amino acids,biosynthesis/ acquisition of aromatic amino acids,NA
aroC,BSU23080,SW 2.3,Metabolism,amino acid/ nitrogen metabolism,biosynthesis/ acquisition of amino acids,biosynthesis/ acquisition of aromatic amino acids,NA
aroD,BSU25660,SW 2.3,Metabolism,amino acid/ nitrogen metabolism,biosynthesis/ acquisition of amino acids,biosynthesis/ acquisition of aromatic amino acids,NA
aroE,BSU22600,SW 2.3,Metabolism,amino acid/ nitrogen metabolism,biosynthesis/ acquisition of amino acids,biosynthesis/ acquisition of aromatic amino acids,NA
aroF,BSU22710,SW 2.3,Metabolism,amino acid/ nitrogen metabolism,biosynthesis/ acquisition of amino acids,biosynthesis/ acquisition of aromatic amino acids,NA
aroH,BSU22690,SW 2.3,Metabolism,amino acid/ nitrogen metabolism,biosynthesis/ acquisition of amino acids,biosynthesis/ acquisition of aromatic amino acids,NA
aroK,BSU03150,SW 2.3,Metabolism,amino acid/ nitrogen metabolism,biosynthesis/ acquisition of amino acids,biosynthesis/ acquisition of aromatic amino acids,NA
hisC,BSU22620,SW 2.3,Metabolism,amino acid/ nitrogen metabolism,biosynthesis/ acquisition of amino acids,biosynthesis/ acquisition of aromatic amino acids,NA
mtrB,BSU22770,SW 2.3,Metabolism,amino acid/ nitrogen metabolism,biosynthesis/ acquisition of amino acids,biosynthesis/ acquisition of aromatic amino acids,NA
pabA,BSU00750,SW 2.3,Metabolism,amino acid/ nitrogen metabolism,biosynthesis/ acquisition of amino acids,biosynthesis/ acquisition of aromatic amino acids,NA
pheA,BSU27900,SW 2.3,Metabolism,amino acid/ nitrogen metabolism,biosynthesis/ acquisition of amino acids,biosynthesis/ acquisition of aromatic amino acids,NA
pheB,BSU27910,SW 2.3,Metabolism,amino acid/ nitrogen metabolism,biosynthesis/ acquisition of amino acids,biosynthesis/ acquisition of aromatic amino acids,NA
rtpA,BSU02530,SW 2.3,Metabolism,amino acid/ nitrogen metabolism,biosynthesis/ acquisition of amino acids,biosynthesis/ acquisition of aromatic amino acids,NA
trpA,BSU22630,SW 2.3,Metabolism,amino acid/ nitrogen metabolism,biosynthesis/ acquisition of amino acids,biosynthesis/ acquisition of aromatic amino acids,NA
trpB,BSU22640,SW 2.3,Metabolism,amino acid/ nitrogen metabolism,biosynthesis/ acquisition of amino acids,biosynthesis/ acquisition of aromatic amino acids,NA
trpC,BSU22660,SW 2.3,Metabolism,amino acid/ nitrogen metabolism,biosynthesis/ acquisition of amino acids,biosynthesis/ acquisition of aromatic amino acids,NA
trpD,BSU22670,SW 2.3,Metabolism,amino acid/ nitrogen metabolism,biosynthesis/ acquisition of amino acids,biosynthesis/ acquisition of aromatic amino acids,NA
trpE,BSU22680,SW 2.3,Metabolism,amino acid/ nitrogen metabolism,biosynthesis/ acquisition of amino acids,biosynthesis/ acquisition of aromatic amino acids,NA
trpF,BSU22650,SW 2.3,Metabolism,amino acid/ nitrogen metabolism,biosynthesis/ acquisition of amino acids,biosynthesis/ acquisition of aromatic amino acids,NA
trpP,BSU10010,SW 2.3,Metabolism,amino acid/ nitrogen metabolism,biosynthesis/ acquisition of amino acids,biosynthesis/ acquisition of aromatic amino acids,NA
tyrA,BSU22610,SW 2.3,Metabolism,amino acid/ nitrogen metabolism,biosynthesis/ acquisition of amino acids,biosynthesis/ acquisition of aromatic amino acids,NA
hisA,BSU34880,SW 2.3,Metabolism,amino acid/ nitrogen metabolism,biosynthesis/ acquisition of amino acids,biosynthesis/ acquisition of histidine,NA
hisB,BSU34900,SW 2.3,Metabolism,amino acid/ nitrogen metabolism,biosynthesis/ acquisition of amino acids,biosynthesis/ acquisition of histidine,NA
hisD,BSU34910,SW 2.3,Metabolism,amino acid/ nitrogen metabolism,biosynthesis/ acquisition of amino acids,biosynthesis/ acquisition of histidine,NA
hisF,BSU34870,SW 2.3,Metabolism,amino acid/ nitrogen metabolism,biosynthesis/ acquisition of amino acids,biosynthesis/ acquisition of histidine,NA
hisG,BSU34920,SW 2.3,Metabolism,amino acid/ nitrogen metabolism,biosynthesis/ acquisition of amino acids,biosynthesis/ acquisition of histidine,NA
hisH,BSU34890,SW 2.3,Metabolism,amino acid/ nitrogen metabolism,biosynthesis/ acquisition of amino acids,biosynthesis/ acquisition of histidine,NA
hisI,BSU34860,SW 2.3,Metabolism,amino acid/ nitrogen metabolism,biosynthesis/ acquisition of amino acids,biosynthesis/ acquisition of histidine,NA
hisJ,BSU29620,SW 2.3,Metabolism,amino acid/ nitrogen metabolism,biosynthesis/ acquisition of amino acids,biosynthesis/ acquisition of histidine,NA
