"","gene_id.uniref90","gene_id.ko","gene_description","module","sheet","header","subheader","potential_amg","strain","dan.source","From","Reviewed","Protein names","Gene Names","Annotation","Keywords","PubMed ID","Gene Names (ORF)","KEGG","eggNOG","RefSeq","CAZy","BRENDA","OrthoDB","Pfam","InterPro","BioCyc","UniPathway","uniprot.source","FinalID"
"310","O31526","K18197","yesW;rhamnogalacturonan endolyase YesW","Utilization of pectin","MISC","Carbon metabolism","Utilization of specific carbon sources",TRUE,"bs","DAN","O31526","reviewed","Rhamnogalacturonan endolyase YesW (EC 4.2.2.23)","yesW BSU07050",5,"3D-structure;Calcium;Cell wall biogenesis/degradation;Direct protein sequencing;Lyase;Metal-binding;Reference proteome;Secreted;Signal","9384377; 16682770; 17449691; 17947240; 19193638","","bsu:BSU07050;","COG3401;","WP_010886436.1;","PL11;","4.2.2.23;","9802318at2;","PF18370;PF21348;","IPR013783;IPR028994;IPR041624;IPR034641;IPR049366;","BSUB:BSU07050-MONOMER;MetaCyc:BSU07050-MONOMER;","","ML","K18197"
"311","O31533",NA,"yetF;hypothetical protein","Newly identified sporulation proteins (based on transcription profiling)","MISC","Sporulation","Sporulation proteins",TRUE,"bs","DAN","O31533","reviewed","UPF0702 transmembrane protein YetF","yetF BSU07140",2,"3D-structure;Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix","9384377","","bsu:BSU07140;","COG2323;","NP_388595.1;WP_003233805.1;","","","1076133at2;","PF04239;PF20730;","IPR007353;IPR023090;IPR048454;","BSUB:BSU07140-MONOMER;","","ML","O31533"
"312","O31542",NA,"yfnD;hypothetical protein","Sporulation proteins/ other","MISC","Sporulation","Sporulation proteins",TRUE,"bs","DAN","O31542","reviewed","Uncharacterized protein YfnD","yfnD BSU07310",1,"Reference proteome","9141694; 9384377","","bsu:BSU07310;","COG1442;","NP_388612.1;WP_009966783.1;","","","186344at2;","","IPR029044;","BSUB:BSU07310-MONOMER;","","ML","O31542"
"313","O31550","K00627","acoC;dihydrolipoyllysine-residue acetyltransferase component of acetoin cleaving system","Utilization of acetoin","MISC","Carbon metabolism","Utilization of specific carbon sources",TRUE,"bs","DAN","O31550","reviewed","Dihydrolipoyllysine-residue acetyltransferase component of acetoin cleaving system (EC 2.3.1.12) (Acetoin dehydrogenase E2 component) (Dihydrolipoamide acetyltransferase component of acetoin cleaving system)","acoC yfjI BSU08080",3,"Acetoin catabolism;Acyltransferase;Lipoyl;Reference proteome;Transferase","8969503; 9384377","","bsu:BSU08080;","COG0508;","NP_388689.1;WP_003244059.1;","","","9805770at2;","PF00198;PF00364;PF02817;","IPR001078;IPR050743;IPR000089;IPR023213;IPR036625;IPR004167;IPR011053;","BSUB:BSU08080-MONOMER;","UPA00040;","ML","K00627"
"314","O31552","K06425","sspH;small acid-soluble spore protein H","Small acid-soluble spore proteins","MISC","Sporulation","Sporulation proteins",TRUE,"bs","DAN","O31552","reviewed","Small, acid-soluble spore protein H (SASP H)","sspH yfjU BSU08110",2,"Direct protein sequencing;Reference proteome;Sporulation","9384377; 9852018; 10333516","","bsu:BSU08110;","ENOG5033AUF;","NP_388692.1;WP_003244276.1;","","","1683648at2;","PF08141;","IPR012610;","BSUB:BSU08110-MONOMER;","","ML","K06425"
"315","O31556",NA,"yfjC;hypothetical protein",NA,"MISC","Phosphoproteins","Phosphorylation on a Ser residue",TRUE,"bs","DAN","O31556","reviewed","Uncharacterized protein YfjC","yfjC BSU08150",1,"Reference proteome","9384377","","bsu:BSU08150;","ENOG502ZST0;","NP_388696.1;WP_003243767.1;","","","2912591at2;","","","BSUB:BSU08150-MONOMER;","","ML","O31556"
"316","O31572",NA,"yfhD;hypothetical protein","Sporulation proteins/ other","MISC","Sporulation","Sporulation proteins",TRUE,"bs","DAN","O31572","reviewed","Uncharacterized protein YfhD","yfhD BSU08490",1,"Reference proteome","8946165; 9384377","","bsu:BSU08490;","ENOG50306WX;","NP_388730.1;WP_003233561.1;","","","2973490at2;","PF14151;","IPR025435;","BSUB:BSU08490-MONOMER;","","ML","O31572"
"317","O31573",NA,"yfhE;hypothetical protein",NA,"MISC","Coping with stress","General stress proteins (controlled by SigB)",TRUE,"bs","DAN","O31573","reviewed","Uncharacterized protein YfhE","yfhE BSU08500",1,"Reference proteome","8946165; 9384377","","bsu:BSU08500;","","NP_388731.1;WP_003223230.1;","","","","PF14152;","IPR025437;","BSUB:BSU08500-MONOMER;","","ML","O31573"
"318","O31581",NA,"yfhM;AB hydrolase superfamily protein YfhM",NA,"MISC","Coping with stress","General stress proteins (controlled by SigB)",TRUE,"bs","DAN","O31581","reviewed","AB hydrolase superfamily protein YfhM (EC 3.-.-.-)","yfhM BSU08590",2,"Hydrolase;Reference proteome","8946165; 9384377","","bsu:BSU08590;","COG0596;","","","","9773293at2;","PF00561;","IPR000073;IPR029058;IPR000639;","BSUB:BSU08590-MONOMER;","","ML","O31581"
"319","O31583","K07038","yfhP;hypothetical protein",NA,"MISC","Membrane proteins",NA,TRUE,"bs","DAN","O31583","reviewed","Uncharacterized protein YfhP","yfhP BSU08620",2,"Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix","8946165; 9384377; 10524235; 10463184","","bsu:BSU08620;","COG1988;","NP_388742.1;WP_003244136.1;","","","110250at2;","PF04307;","IPR053170;IPR007404;","BSUB:BSU08620-MONOMER;","","ML","K07038"
"320","O31585",NA,"yfhS;hypothetical protein","Sporulation proteins/ other","MISC","Sporulation","Sporulation proteins",TRUE,"bs","DAN","O31585","reviewed","Uncharacterized protein YfhS","yfhS BSU08640",1,"Reference proteome","9384377; 10463184","","bsu:BSU08640;","ENOG50335P2;","NP_388744.1;WP_003233542.1;","","","2691543at2;","","","BSUB:BSU08640-MONOMER;","","ML","O31585"
"321","O31586",NA,"ygzA;hypothetical protein","Newly identified sporulation proteins (based on transcription profiling)","MISC","Sporulation","Sporulation proteins",TRUE,"bs","DAN","O31586","reviewed","Uncharacterized protein YgzA","ygzA BSU08770",1,"Reference proteome","9384377; 19383706","","bsu:BSU08770;","ENOG5030DM3;","NP_388757.2;WP_003233478.1;","","","2908708at2;","","","BSUB:BSU08770-MONOMER;","","ML","O31586"
"322","O31589",NA,"yhbB;hypothetical protein","Spore coat proteins","MISC","Sporulation","Sporulation proteins",TRUE,"bs","DAN","O31589","reviewed","Uncharacterized protein YhbB","yhbB ygaQ BSU08920",1,"Reference proteome","9384377","","bsu:BSU08920;","ENOG502Z7JI;","NP_388773.1;WP_010886452.1;","","","9812429at2;","PF12671;","IPR024301;","BSUB:BSU08920-MONOMER;","","ML","O31589"
"323","O31590","K03216","cspR;tRNA (cytidine(34)-2'-O)-methyltransferase","tRNA modification and maturation","MISC","Protein synthesis, modification and degradation","Translation",TRUE,"bs","DAN","O31590","reviewed","Putative tRNA (cytidine(34)-2'-O)-methyltransferase (EC 2.1.1.207) (tRNA (cytidine/uridine-2'-O-)-methyltransferase CspR)","cspR ygaR BSU08930",3,"3D-structure;Cytoplasm;Methyltransferase;Reference proteome;S-adenosyl-L-methionine;Transferase;tRNA processing","9384377; 19383706","","bsu:BSU08930;","COG0219;","","","","9789043at2;","PF00588;","IPR029028;IPR001537;IPR016914;IPR029026;","BSUB:BSU08930-MONOMER;","","ML","K03216"
"324","O31593",NA,"yhbJ;efflux system component YhbJ",NA,"MISC","Membrane proteins",NA,TRUE,"bs","DAN","O31593","reviewed","Putative efflux system component YhbJ","yhbJ BSU09000",1,"Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix","9384377","","bsu:BSU09000;","COG1566;","NP_388781.1;WP_003233430.1;","","","9811754at2;","PF13437;","IPR050739;IPR011053;","BSUB:BSU09000-MONOMER;","","ML","O31593"
"325","O31596",NA,"yjaZ;hypothetical protein","Newly identified sporulation proteins (based on transcription profiling)","MISC","Sporulation","Sporulation proteins",TRUE,"bs","DAN","O31596","reviewed","Uncharacterized protein YjaZ","yjaZ BSU11350",1,"Reference proteome","9384377","","bsu:BSU11350;","COG5504;","NP_389017.1;WP_003232967.1;","","","2449457at2;","PF10026;","IPR018728;","BSUB:BSU11350-MONOMER;","","ML","O31596"
"326","O31597",NA,"yjbA;hypothetical protein","Sporulation proteins/ other","MISC","Sporulation","Sporulation proteins",TRUE,"bs","DAN","O31597","reviewed","UPF0736 protein YjbA","yjbA BSU11410",1,"3D-structure;Reference proteome","9384377","","bsu:BSU11410;","ENOG502Z8PJ;","NP_389023.1;WP_003239298.1;","","","2960746at2;","PF12227;","IPR020909;","BSUB:BSU11410-MONOMER;","","ML","O31597"
"327","O31603",NA,"yjbE;hypothetical protein","Newly identified sporulation proteins (based on transcription profiling)","MISC","Sporulation","Sporulation proteins",TRUE,"bs","DAN","O31603","reviewed","Uncharacterized membrane protein YjbE","yjbE BSU11510",1,"Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix","9384377","","bsu:BSU11510;","COG0861;","NP_389033.1;WP_003232944.1;","","","5295733at2;","PF03741;","IPR005496;IPR022301;","BSUB:BSU11510-MONOMER;","","ML","O31603"
"328","O31605","K08602","pepF;oligoendopeptidase F",NA,"MISC","Sporulation","phosphorelay",TRUE,"bs","DAN","O31605","reviewed","Oligopeptidase PepF (EC 3.4.24.-)","pepF yjbG BSU11540",3,"Cytoplasm;Hydrolase;Metal-binding;Metalloprotease;Protease;Reference proteome;Zinc","9384377; 19383706; 11741842","","bsu:BSU11540;","COG1164;","NP_389036.2;WP_009967010.1;","","","9766487at2;","PF01432;PF08439;","IPR013647;IPR042088;IPR045090;IPR001567;IPR004438;","BSUB:BSU11540-MONOMER;","","ML","K08602"
"329","O31613","K06180","yjbO;RNA pseudouridine synthase YjbO","rRNA modification and maturation/ based on similarity","MISC","Protein synthesis, modification and degradation","Translation",TRUE,"bs","DAN","O31613","reviewed","Uncharacterized RNA pseudouridine synthase YjbO (EC 5.4.99.-) (RNA pseudouridylate synthase) (RNA-uridine isomerase)","yjbO BSU11620",2,"Isomerase;Reference proteome","9384377","","bsu:BSU11620;","COG0564;","NP_389044.1;WP_010886481.1;","","","9807829at2;","PF00849;","IPR020103;IPR006224;IPR006225;IPR006145;IPR050188;","BSUB:BSU11620-MONOMER;","","ML","K06180"
"330","O31622",NA,"cotO;spore coat protein O","Spore coat proteins","MISC","Sporulation","Sporulation proteins",TRUE,"bs","DAN","O31622","reviewed","Spore coat protein O","cotO yjbX BSU11730",2,"Reference proteome;Sporulation","9384377; 16321932","","bsu:BSU11730;","ENOG503386N;","NP_389055.1;WP_010886484.1;","","","2970540at2;","PF14153;","IPR025439;","BSUB:BSU11730-MONOMER;","","ML","O31622"
"331","O31623",NA,"yjcA;sporulation protein YjcA","Sporulation proteins/ other","MISC","Sporulation","Sporulation proteins",TRUE,"bs","DAN","O31623","reviewed","Sporulation protein YjcA","yjcA BSU11790",2,"Cell membrane;Membrane;Reference proteome;Sporulation;Transmembrane;Transmembrane helix","9384377; 14523132","","bsu:BSU11790;","ENOG5032RXN;","NP_389061.1;WP_003244844.1;","","","4722315at2;","PF07098;","IPR010773;","BSUB:BSU11790-MONOMER;","","ML","O31623"
"332","O31625",NA,"spoVIF;sporulation-specific transcription factor SpoVIF","Sporulation proteins/ other","MISC","Sporulation","Sporulation proteins",TRUE,"bs","DAN","O31625","reviewed","Sporulation-specific transcription factor SpoVIF (Stage VI sporulation protein F)","spoVIF yjcC BSU11810",3,"Cytoplasm;Reference proteome;Sporulation;Transcription;Transcription regulation","9384377; 14523132; 14702409","","bsu:BSU11810;","ENOG5032Y6J;","NP_389063.2;WP_003232870.1;","","","2474248at2;","PF14069;","IPR025942;","BSUB:BSU11810-MONOMER;","","ML","O31625"
"333","O31648",NA,"yjdG;N-acetyltransferase YjdG",NA,"MISC","Proteins of unknown function",NA,TRUE,"bs","DAN","O31648","reviewed","Uncharacterized N-acetyltransferase YjdG (EC 2.3.1.-)","yjdG BSU12040",2,"Acyltransferase;Reference proteome;Transferase","9384377","","bsu:BSU12040;","COG1670;","NP_389086.1;WP_003232828.1;","","","452315at2;","PF13302;","IPR016181;IPR000182;IPR051531;","BSUB:BSU12040-MONOMER;","","ML","O31648"
"334","O31649",NA,"yjdH;hypothetical protein","Spore coat proteins","MISC","Sporulation","Sporulation proteins",TRUE,"bs","DAN","O31649","reviewed","Uncharacterized protein YjdH","yjdH BSU12050",1,"Reference proteome","9384377; 19383706","","bsu:BSU12050;","","NP_389087.2;WP_009967031.1;","","","2889475at2;","","","BSUB:BSU12050-MONOMER;","","ML","O31649"
"335","O31653",NA,"ykzH;hypothetical protein","Newly identified sporulation proteins (based on transcription profiling)","MISC","Sporulation","Sporulation proteins",TRUE,"bs","DAN","O31653","reviewed","Uncharacterized protein YkzH","ykzH BSU13050",1,"Coiled coil;Reference proteome","9384377","","bsu:BSU13050;","","NP_389188.1;WP_009967080.1;","","","2929986at2;","","","BSUB:BSU13050-MONOMER;","","ML","O31653"
"336","O31657","K03799","htpX;protease HtpX","Additional proteins involved in proteolysis","MISC","Protein synthesis, modification and degradation","Proteolysis",TRUE,"bs","DAN","O31657","reviewed","Protease HtpX homolog (EC 3.4.24.-)","htpX ykrL BSU13490",2,"Cell membrane;Hydrolase;Membrane;Metal-binding;Metalloprotease;Protease;Reference proteome;Transmembrane;Transmembrane helix;Zinc","9384377","","bsu:BSU13490;","COG0501;","NP_389232.1;WP_003245353.1;","","","15218at2;","PF01435;","IPR050083;IPR022919;IPR001915;","BSUB:BSU13490-MONOMER;","","ML","K03799"
"337","O31659",NA,"ykzE;hypothetical protein","Newly identified sporulation proteins (based on transcription profiling)","MISC","Sporulation","Sporulation proteins",TRUE,"bs","DAN","O31659","reviewed","Uncharacterized protein YkzE","ykzE BSU13510",1,"Reference proteome","9384377","","bsu:BSU13510;","ENOG5030D5G;","NP_389234.1;WP_003245411.1;","","","2906473at2;","","","BSUB:BSU13510-MONOMER;","","ML","O31659"
"338","O31661","K13533","kinE;sporulation kinase E","The kinases","MISC","Sporulation","phosphorelay",TRUE,"bs","DAN","O31661","reviewed","Sporulation kinase E (EC 2.7.13.3) (Sensor histidine kinase E)","kinE ykrQ BSU13530",3,"ATP-binding;Kinase;Nucleotide-binding;Phosphoprotein;Reference proteome;Repeat;Sporulation;Transferase;Two-component regulatory system","9384377; 11069677; 11886552","","bsu:BSU13530;","COG5002;","NP_389236.1;WP_003232504.1;","","","9815750at2;","PF02518;PF00512;PF08448;PF13188;PF13426;","IPR036890;IPR003594;IPR005467;IPR003661;IPR036097;IPR000014;IPR035965;IPR013656;IPR004358;","BSUB:BSU13530-MONOMER;","","ML","K13533"
"339","O31671","K13532","kinD;sporulation kinase D","The kinases","MISC","Sporulation","phosphorelay",TRUE,"bs","DAN","O31671","reviewed","Sporulation kinase D (EC 2.7.13.3) (Sensor histidine kinase D)","kinD ykvD BSU13660",4,"3D-structure;ATP-binding;Cell membrane;Kinase;Membrane;Nucleotide-binding;Phosphoprotein;Reference proteome;Sporulation;Transferase;Transmembrane;Transmembrane helix;Two-component regulatory system","9384377; 10411754; 11069677; 11886552; 18410285; 26297017","","bsu:BSU13660;","COG3852;","NP_389249.1;WP_010886497.1;","","2.7.13.3;","9815750at2;","PF02743;PF02518;PF00512;","IPR033479;IPR036890;IPR003594;IPR005467;IPR003661;IPR036097;IPR029151;IPR004358;","BSUB:BSU13660-MONOMER;","","ML","K13532"
"340","O31674",NA,"ykvI;hypothetical protein","Sporulation proteins/ other","MISC","Sporulation","Sporulation proteins",TRUE,"bs","DAN","O31674","reviewed","Uncharacterized membrane protein YkvI","ykvI BSU13710",1,"Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix","9384377","","bsu:BSU13710;","COG3949;","NP_389254.1;WP_003244712.1;","","","4424890at2;","","IPR038728;","BSUB:BSU13710-MONOMER;","","ML","O31674"
"341","O31680",NA,"ykvO;oxidoreductase",NA,"MISC","Poorly characterized/ putative enzymes",NA,TRUE,"bs","DAN","O31680","reviewed","Uncharacterized oxidoreductase YkvO (EC 1.-.-.-)","ykvO BSU13770",2,"Oxidoreductase;Reference proteome","9384377","","bsu:BSU13770;","COG1028;","NP_389260.1;WP_003245309.1;","","","112317at2;","PF13561;","IPR036291;IPR002347;","BSUB:BSU13770-MONOMER;","","ML","O31680"
"342","O31681",NA,"ykvP;spore protein YkvP","Spore coat proteins","MISC","Sporulation","Sporulation proteins",TRUE,"bs","DAN","O31681","reviewed","Spore protein YkvP","ykvP BSU13780",2,"Reference proteome;Sporulation","9384377; 11011148","","bsu:BSU13780;","COG1388;COG4641;","NP_389261.1;WP_003245384.1;","","","7019976at2;","PF12996;PF13524;PF01476;","IPR024542;IPR018392;IPR036779;IPR055259;","BSUB:BSU13780-MONOMER;","","ML","O31681"
"343","O31682",NA,"ykvQ;glycosylase YkvQ","Sporulation proteins/ other","MISC","Sporulation","Sporulation proteins",TRUE,"bs","DAN","O31682","reviewed","Putative glycosylase YkvQ (EC 3.2.-.-)","ykvQ BSU13790",2,"Carbohydrate metabolism;Glycosidase;Hydrolase;Polysaccharide degradation;Reference proteome","9384377","","bsu:BSU13790;","COG3858;","NP_389262.1;WP_003245851.1;","","","","PF00704;","IPR011583;IPR001223;IPR017853;","BSUB:BSU13790-MONOMER;","","ML","O31682"
"344","O31686",NA,"ykvU;sporulation protein YkvU","Additional germination proteins","MISC","Sporulation","Germination",TRUE,"bs","DAN","O31686","reviewed","Sporulation protein YkvU","ykvU BSU13830",1,"Membrane;Reference proteome;Sporulation;Transmembrane;Transmembrane helix","9384377; 12662922; 15292147","","bsu:BSU13830;","COG2244;","NP_389266.1;WP_003245552.1;","","","9775950at2;","PF01943;","IPR051327;IPR024923;IPR002797;","BSUB:BSU13830-MONOMER;","","ML","O31686"
"345","O31687",NA,"stoA;sporulation thiol-disulfide oxidoreductase A","Sporulation proteins/ other","MISC","Sporulation","Sporulation proteins",TRUE,"bs","DAN","O31687","reviewed","Sporulation thiol-disulfide oxidoreductase A (Stage IV sporulation protein H)","stoA spoIVH BSU13840",3,"3D-structure;Disulfide bond;Membrane;Oxidoreductase;Redox-active center;Reference proteome;Signal;Sporulation","9384377; 15292147; 15342593; 15322369","","bsu:BSU13840;","COG0526;","NP_389267.1;WP_003245444.1;","","","25753at2;","PF00578;","IPR000866;IPR036249;IPR017937;IPR013766;IPR050553;","BSUB:BSU13840-MONOMER;","","ML","O31687"
"346","O31700","K06437","yknT;sporulation protein cse15","Spore coat proteins","MISC","Sporulation","Sporulation proteins",TRUE,"bs","DAN","O31700","reviewed","Sporulation protein cse15","cse15 yknT BSU14250",2,"Coiled coil;Reference proteome;Sporulation","8990290; 9384377","","bsu:BSU14250;","ENOG5030CEZ;","WP_003245018.1;","","","2938173at2;","","","BSUB:BSU14250-MONOMER;","","ML","K06437"
"347","O31707","K18889","yknU;ABC transporter ATP-binding protein","Exporters","MISC","Transporters","ABC transporters",TRUE,"bs","DAN","O31707","reviewed","Uncharacterized ABC transporter ATP-binding protein YknU","yknU BSU14320",2,"ATP-binding;Cell membrane;Membrane;Nucleotide-binding;Reference proteome;Transmembrane;Transmembrane helix;Transport","9384377","","bsu:BSU14320;","COG1132;","NP_389315.1;WP_009967136.1;","","","9770415at2;","PF00664;PF00005;","IPR003593;IPR011527;IPR036640;IPR003439;IPR017871;IPR027417;IPR039421;","BSUB:BSU14320-MONOMER;","","ML","K18889"
"348","O31708","K18890","yknV;ABC transporter ATP-binding protein","Exporters","MISC","Transporters","ABC transporters",TRUE,"bs","DAN","O31708","reviewed","Uncharacterized ABC transporter ATP-binding protein YknV","yknV BSU14330",2,"ATP-binding;Cell membrane;Membrane;Nucleotide-binding;Reference proteome;Transmembrane;Transmembrane helix;Transport","9384377","","bsu:BSU14330;","COG1132;","NP_389316.1;WP_003232362.1;","","","9770415at2;","PF00664;PF00005;","IPR003593;IPR011527;IPR036640;IPR003439;IPR017871;IPR027417;IPR039421;","BSUB:BSU14330-MONOMER;","","ML","K18890"
