gene	start	stop	frame	contig	score	mmseqs_phrog	mmseqs_alnScore	mmseqs_seqIdentity	mmseqs_eVal	mmseqs_top_hit	pyhmmer_phrog	pyhmmer_bitscore	pyhmmer_evalue	custom_hmm_id	custom_hmm_bitscore	custom_hmm_evalue	phrog	Method	Region	color	annot	category	vfdb_hit	vfdb_alnScore	vfdb_seqIdentity	vfdb_eVal	vfdb_short_name	vfdb_description	vfdb_species	CARD_hit	CARD_alnScore	CARD_seqIdentity	CARD_eVal	CARD_species	ARO_Accession	CARD_short_name	Protein_Accession	DNA_Accession	AMR_Gene_Family	Drug_Class	Resistance_Mechanism	transl_table
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_CDS_0281	144205	144294	+	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome	-0.2146971607540362	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_CDS_0282	144507	144397	-	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome	-2.6294999062284394	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_CDS_0283	144754	144473	-	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome	-1310.7733405021988	18007	235.0	1.0	2.097e-74	KY368639_p222	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	18007	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_CDS_0284	145246	144788	-	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome	-1881.0728211562473	17224	257.0	1.0	1.599e-81	NC_022761_p227	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	17224	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_CDS_0285	145316	145209	-	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome	-6.031584857864834	11453	90.0	1.0	5.808e-25	KY368639_p26	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	11453	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_CDS_0286	145459	145370	-	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome	-0.0909189853788531	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_CDS_0287	145633	145463	-	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome	-13.641184259996187	17811	150.0	1.0	1.5139999999999998e-45	KY368639_p27	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	17811	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_CDS_0288	145968	145729	-	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome	-312.22467129067655	17758	202.0	1.0	4.867000000000001e-63	KY368639_p28	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	17758	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_CDS_0289	146139	146020	-	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome	-3.0219622760744542	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_CDS_0001	3	116	+	NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome	-2.2426863856287746	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_CDS_0002	309	148	-	NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome	-8.033258978708707	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_CDS_0003	486	337	-	NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome	-0.1354396644713357	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_CDS_0004	648	550	-	NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome	-3.365634333831459	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_CDS_0005	693	947	+	NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome	-377.1755723406335	27474	203.0	1.0	2.548e-63	KY368640_p1	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	27474	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_CDS_0006	947	1705	+	NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome	-2565176.257901664	21881	608.0	1.0	2.695e-200	KY368640_p2	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	21881	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_CDS_0007	1719	1817	+	NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome	-0.3587982088118696	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_CDS_0008	1873	2250	+	NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome	-37385.53381828797	4534	172.0	0.684	1.1829999999999999e-51	NC_022771_p245	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	4534	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_CDS_0009	2337	2444	+	NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome	-4.520985647074403	11453	88.0	1.0	2.842e-24	KY368639_p26	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	11453	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_CDS_0010	2506	2706	+	NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome	-30.04441512062728	17101	142.0	1.0	1.423e-42	KY368640_p5	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	17101	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_CDS_0011	2759	2917	+	NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome	-48.45882955011149	13748	101.0	0.876	2.193e-28	NC_021856_p4	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	13748	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_CDS_0012	2911	3036	+	NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome	-1.8297511242892148	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_CDS_0013	3093	3335	+	NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome	-220.25534680550288	8129	157.0	0.925	1.7149999999999998e-47	NC_022771_p7	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	8129	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_CDS_0014	3363	3545	+	NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome	-49.46318305251777	22851	138.0	1.0	4.687e-41	MF422185_p145	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	22851	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_CDS_0015	3620	4000	+	NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome	-2615.914686270524	2543	123.0	0.555	3.961e-35	NC_020838_p42	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	2543	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_CDS_0016	4088	4495	+	NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome	-5234.43480331825	14540	332.0	1.0	4.094e-107	NC_021856_p7	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	14540	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_CDS_0017	4588	4836	+	NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome	-1986.9834253899517	3550	139.0	0.813	2.908e-41	NC_021856_p8	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	3550	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_CDS_0018	5088	4999	-	NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome	-3.1852365847808835	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_CDS_0019	6127	5147	-	NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome	-1749758.652331752	3677	152.0	0.407	1.578e-42	KY554771_p100	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	3677	PHANOTATE_1.5.1	CDS	#838383	protease	other	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_CDS_0020	6247	6143	-	NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome	-0.0889518448932202	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_CDS_0021	6641	6225	-	NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome	-3686.7926942767726	21341	243.0	0.902	2.938e-76	NC_021856_p24	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	21341	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_CDS_0022	6915	6625	-	NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome	-192.56586406193333	35594	73.0	0.594	1.246e-16	NC_022771_p17	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	35594	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_CDS_0023	7119	6937	-	NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome	-32.32822034326893	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_CDS_0024	7487	7194	-	NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome	-151.18357241038802	22290	241.0	1.0	2.917e-76	NC_021856_p9	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	22290	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_CDS_0025	7738	7487	-	NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome	-3.878403826651256	24474	134.0	0.866	2.151e-39	NC_021856_p10	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	24474	PHANOTATE_1.5.1	CDS	#838383	ATPase	other	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_CDS_0026	7995	7735	-	NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome	-181.62964900801313	6833	109.0	0.647	1.8040000000000003e-30	NC_020478_p45	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	6833	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_CDS_0027	8171	7992	-	NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome	-1.8223030034126648	30181	143.0	1.0	7.089e-43	NC_004166_p6	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	30181	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_CDS_0028	8673	8149	-	NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome	-235288.2975591689	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_CDS_0029	8778	8677	-	NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome	-0.0687285039112658	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_CDS_0030	9433	8882	-	NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome	-192392.11079675687	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_CDS_0031	9840	9436	-	NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome	-246.02717931659984	19254	319.0	1.0	1.791e-102	KY368640_p21	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	19254	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_CDS_0032	10358	9885	-	NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome	-31449.566552601074	38503	68.0	0.449	4.181e-15	NC_022771_p22	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	38503	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_CDS_0033	10585	10376	-	NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome	-19.625608607800416	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_CDS_0034	10842	10618	-	NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome	-515.5590792674387	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_CDS_0035	11256	10858	-	NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome	-1398.7402204390814	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_CDS_0036	11395	11258	-	NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome	-6.369572708373808	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_CDS_0037	11739	11416	-	NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome	-930.631045035191	27661	78.0	0.487	2.781e-19	MF422185_p170	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	27661	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_CDS_0038	12006	11848	-	NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome	-3.906941732589501	25767	121.0	1.0	1.433e-35	MF422185_p171	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	25767	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_CDS_0039	12619	11999	-	NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome	-41296.237461684956	4175	295.0	0.707	2.431e-91	p28042 VI_00883	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	4175	PHANOTATE_1.5.1	CDS	#838383	poly-gamma-glutamate hydrolase	other	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_CDS_0040	14438	12669	-	NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome	-2928969.5198400407	2234	545.0	0.504	3.892e-172	NC_020081_p203	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	2234	PHANOTATE_1.5.1	CDS	#07e9a2	tail spike protein	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_CDS_0041	14665	14498	-	NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome	-1.3154147690963227	6504	91.0	0.798	8.769e-25	NC_022774_p5	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	6504	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
