target	query	e-value	score	length	start	end	hmmDB
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_85	pVOG4691	4.8e-94	312.1	349	1	347	PVOG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_86	pVOG4631	1e-182	606.2	501	1	427	PVOG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_88	pVOG0079	2.8e-70	232.6	177	1	175	PVOG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_89	pVOG0080	2.2e-301	619.3	1167	323	962	PVOG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_89	pVOG0080	2.2e-301	189.8	1167	73	275	PVOG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_89	pVOG0080	2.2e-301	116.6	1167	964	1161	PVOG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_89	pVOG0080	2.2e-301	90.8	1167	1	75	PVOG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_92	pVOG4548	8.1e-80	264.3	590	116	585	PVOG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_94	pVOG0125	6.5e-204	675.1	563	1	553	PVOG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_95	pVOG0025	1.6e-33	113.6	488	77	437	PVOG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_96	pVOG4575	3.7e-92	305.9	355	4	350	PVOG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_97	pVOG0083	3.8e-149	494.8	633	1	625	PVOG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_98	pVOG0126	2.7e-53	177.3	196	1	190	PVOG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_99	pVOG4551	2.2e-54	182.1	356	1	341	PVOG
NC_049976.1_Bacillus_phage_Nf_complete_genome_10	pVOG0879	2.3e-48	159.4	102	1	100	PVOG
NC_049976.1_Bacillus_phage_Nf_complete_genome_11	pVOG0643	4.7e-173	572.2	450	8	440	PVOG
NC_049976.1_Bacillus_phage_Nf_complete_genome_12	pVOG0880	1.4e-144	469.0	258	1	257	PVOG
NC_049976.1_Bacillus_phage_Nf_complete_genome_13	pVOG0645	6.1e-198	655.6	599	3	598	PVOG
NC_049976.1_Bacillus_phage_Nf_complete_genome_14	pVOG0644	8.8e-115	379.7	309	1	305	PVOG
NC_049976.1_Bacillus_phage_Nf_complete_genome_15	pVOG0642	9.9e-107	352.8	305	12	304	PVOG
NC_049976.1_Bacillus_phage_Nf_complete_genome_16	pVOG4660	0.0	1054.8	862	1	845	PVOG
NC_049976.1_Bacillus_phage_Nf_complete_genome_17	pVOG4686	4e-205	677.3	364	1	363	PVOG
NC_049976.1_Bacillus_phage_Nf_complete_genome_18	pVOG0641	4.1e-24	81.4	133	1	129	PVOG
NC_049976.1_Bacillus_phage_Nf_complete_genome_19	pVOG4565	5.5e-60	197.5	263	1	149	PVOG
NC_049976.1_Bacillus_phage_Nf_complete_genome_2	pVOG0874	4.1e-36	119.3	57	1	56	PVOG
NC_049976.1_Bacillus_phage_Nf_complete_genome_20	pVOG0639	1.1e-145	481.4	333	1	330	PVOG
NC_049976.1_Bacillus_phage_Nf_complete_genome_22	pVOG0885	1.6e-59	196.4	131	1	130	PVOG
NC_049976.1_Bacillus_phage_Nf_complete_genome_23	pVOG0886	8.3e-47	154.2	98	7	97	PVOG
NC_049976.1_Bacillus_phage_Nf_complete_genome_5	pVOG0334	8.6e-184	609.4	573	2	572	PVOG
NC_049976.1_Bacillus_phage_Nf_complete_genome_6	pVOG0875	1.5e-104	345.6	220	1	219	PVOG
NC_049976.1_Bacillus_phage_Nf_complete_genome_7	pVOG0876	9.6e-74	242.1	126	1	125	PVOG
NC_049976.1_Bacillus_phage_Nf_complete_genome_8	pVOG0877	1.8e-74	244.3	123	1	122	PVOG
NC_049976.1_Bacillus_phage_Nf_complete_genome_9	pVOG0878	2.1e-43	143.2	101	1	100	PVOG
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_101	COG0420	6.2e-47	157.2	365	1	347	COG
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_106	COG0419	9.6e-71	156.9	638	1	366	COG
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_107	COG0358	3.6e-33	111.8	345	19	327	COG
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_108	COG0756	1.9e-23	79.2	172	19	167	COG
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_117	COG3505	5.4e-20	66.7	907	418	719	COG
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_126	COG0207	1.8e-45	152.0	384	11	230	COG
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_130	COG0776	9.4e-28	94.6	100	1	93	COG
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_131	COG1573	5.3e-39	130.2	610	8	194	COG
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_131	COG0749	1.7e-55	184.9	610	198	597	COG
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_133	COG0749	1e-82	275.3	306	8	283	COG
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_142	COG0258	2.1e-63	211.3	316	3	235	COG
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_144	COG1793	5.7e-51	170.7	424	13	423	COG
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_150	COG4195	6.9e-60	199.1	207	2	203	COG
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_155	COG5852	7.2e-32	106.6	81	1	71	COG
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_159	COG0210	1.4e-186	618.9	979	29	949	COG
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_42	COG5482	2.9e-33	111.8	241	1	205	COG
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_48	COG5525	3.5e-46	154.1	548	21	477	COG
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_50	COG1191	6.3e-24	78.9	232	24	224	COG
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_53	COG4632	3.5e-40	135.1	438	33	266	COG
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_54	COG5434	1.1e-22	70.7	550	12	429	COG
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_55	COG1875	3.4e-37	124.9	296	9	268	COG
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_57	COG3584	5.8e-61	203.8	244	38	242	COG
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_58	COG0209	1e-183	608.8	757	24	747	COG
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_59	COG0208	4.3e-96	318.5	347	3	345	COG
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_63	COG4695	1.9e-33	111.2	508	147	481	COG
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_78	COG0791	8.8e-51	169.9	723	453	635	COG
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_83	COG3299	1.4e-47	158.7	348	2	346	COG
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_90	COG5434	2.6e-41	122.2	697	194	542	COG
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_93	COG3420	7e-33	64.7	602	32	488	COG
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_94	COG4824	1e-19	67.4	160	13	156	COG
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_95	COG3409	3.6e-44	86.6	344	124	243	COG
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_95	COG3409	3.6e-44	60.1	344	262	333	COG
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_97	COG1061	2.6e-61	204.3	528	45	502	COG
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_99	COG0305	2.6e-37	124.9	457	12	445	COG
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_1	COG5525	1.1e-37	126.1	390	47	385	COG
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_140	COG1234	7.4e-33	110.6	318	4	232	COG
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_149	COG4195	5.2e-68	225.6	207	2	199	COG
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_161	COG1793	2.8e-42	142.0	424	9	423	COG
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_163	COG0258	1e-63	208.8	322	3	314	COG
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_164	COG0468	1.1e-84	281.2	348	37	342	COG
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_168	COG0749	2.9e-152	363.2	895	524	872	COG
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_168	COG0749	2.9e-152	140.9	895	160	499	COG
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_169	COG0776	4.3e-26	89.1	107	5	99	COG
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_171	COG0207	7.8e-47	156.4	383	11	230	COG
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_182	COG0208	9.2e-99	327.2	368	25	363	COG
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_183	COG0209	2.9e-177	587.5	701	15	692	COG
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_184	COG1780	1.8e-43	145.6	123	1	117	COG
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_187	COG0756	2e-27	92.5	204	59	201	COG
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_188	COG0358	4.4e-35	118.2	335	23	322	COG
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_190	COG0419	2.2e-76	254.6	668	1	664	COG
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_191	COG0420	3.4e-46	154.7	353	1	339	COG
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_192	COG0305	1.9e-45	151.8	486	16	472	COG
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_194	COG1061	9.3e-61	200.5	571	42	541	COG
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_202	COG3299	4.5e-58	193.6	352	2	349	COG
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_206	COG0791	2.6e-27	92.6	593	440	583	COG
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_207	COG4193	5.9e-45	151.1	967	677	915	COG
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_221	COG4695	8.3e-34	112.9	585	163	547	COG
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_224	COG1875	6.8e-28	94.3	217	21	215	COG
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_226	COG3584	1.5e-59	199.1	258	10	256	COG
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_227	COG0266	2.2e-66	220.7	275	1	273	COG
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_228	COG3409	5.2e-22	74.9	237	106	233	COG
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_230	COG5546	8e-20	67.4	98	6	96	COG
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_233	COG0553	1.4e-93	311.0	739	189	734	COG
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_239	COG1191	5.6e-38	127.4	230	11	224	COG
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_29	COG2131	1.4e-63	212.3	142	1	136	COG
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_34	COG1690	2.7e-116	385.8	503	20	501	COG
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_49	COG1621	2.9e-130	432.5	514	33	510	COG
NC_001884.1_Bacillus_phage_SPBc2_complete_genome_1	COG1961	2.8e-78	260.8	546	14	532	COG
NC_001884.1_Bacillus_phage_SPBc2_complete_genome_10	COG5444	1.2e-111	371.5	572	1	563	COG
NC_001884.1_Bacillus_phage_SPBc2_complete_genome_100	COG3646	3.8e-57	190.9	252	5	249	COG
NC_001884.1_Bacillus_phage_SPBc2_complete_genome_106	COG4474	1.3e-56	188.2	209	7	198	COG
NC_001884.1_Bacillus_phage_SPBc2_complete_genome_115	COG1793	6.5e-63	210.3	266	1	264	COG
NC_001884.1_Bacillus_phage_SPBc2_complete_genome_116	COG2135	5.5e-96	317.7	225	1	222	COG
NC_001884.1_Bacillus_phage_SPBc2_complete_genome_119	COG4195	1.3e-75	250.6	275	61	267	COG
NC_001884.1_Bacillus_phage_SPBc2_complete_genome_120	COG3420	2.7e-33	73.1	587	288	518	COG
NC_001884.1_Bacillus_phage_SPBc2_complete_genome_128	COG0305	5e-36	120.7	505	4	433	COG
NC_001884.1_Bacillus_phage_SPBc2_complete_genome_129	COG0358	3.5e-20	69.0	379	5	300	COG
NC_001884.1_Bacillus_phage_SPBc2_complete_genome_13	COG1670	2.5e-35	119.1	187	16	182	COG
NC_001884.1_Bacillus_phage_SPBc2_complete_genome_130	COG0608	1.2e-93	311.1	577	15	570	COG
NC_001884.1_Bacillus_phage_SPBc2_complete_genome_131	COG0587	1.8e-167	555.3	1306	4	1011	COG
NC_001884.1_Bacillus_phage_SPBc2_complete_genome_132	COG3584	1.1e-37	127.1	220	50	218	COG
NC_001884.1_Bacillus_phage_SPBc2_complete_genome_138	COG4502	2.1e-67	224.0	173	1	171	COG
NC_001884.1_Bacillus_phage_SPBc2_complete_genome_139	COG0270	4.4e-77	255.4	444	1	436	COG
NC_001884.1_Bacillus_phage_SPBc2_complete_genome_155	COG1780	1e-44	149.8	132	1	126	COG
NC_001884.1_Bacillus_phage_SPBc2_complete_genome_156	COG0209	6e-48	160.2	241	14	240	COG
NC_001884.1_Bacillus_phage_SPBc2_complete_genome_157	COG0209	7.8e-118	391.0	849	3	839	COG
NC_001884.1_Bacillus_phage_SPBc2_complete_genome_159	COG0208	2.4e-60	200.9	196	4	195	COG
NC_001884.1_Bacillus_phage_SPBc2_complete_genome_161	COG0208	6.6e-29	97.3	124	2	114	COG
NC_001884.1_Bacillus_phage_SPBc2_complete_genome_163	COG0756	8.6e-42	139.6	143	1	142	COG
NC_001884.1_Bacillus_phage_SPBc2_complete_genome_164	COG3449	2e-41	138.7	150	1	149	COG
NC_001884.1_Bacillus_phage_SPBc2_complete_genome_170	COG5852	5.1e-30	100.6	73	4	70	COG
NC_001884.1_Bacillus_phage_SPBc2_complete_genome_171	COG2129	3.3e-18	62.0	308	28	272	COG
NC_001884.1_Bacillus_phage_SPBc2_complete_genome_18	COG0389	9.1e-105	347.5	417	8	400	COG
NC_001884.1_Bacillus_phage_SPBc2_complete_genome_180	COG3331	1.8e-19	64.2	196	5	171	COG
NC_001884.1_Bacillus_phage_SPBc2_complete_genome_22	COG2274	6.4e-164	543.5	706	4	695	COG
NC_001884.1_Bacillus_phage_SPBc2_complete_genome_23	COG0526	6.6e-18	61.5	138	1	133	COG
NC_001884.1_Bacillus_phage_SPBc2_complete_genome_25	COG1495	1.1e-35	120.4	149	6	144	COG
NC_001884.1_Bacillus_phage_SPBc2_complete_genome_28	COG5632	1.7e-59	198.0	368	4	279	COG
NC_001884.1_Bacillus_phage_SPBc2_complete_genome_30	COG4632	2.7e-53	178.3	645	58	516	COG
NC_001884.1_Bacillus_phage_SPBc2_complete_genome_33	COG4722	1.9e-31	105.8	253	2	248	COG
NC_001884.1_Bacillus_phage_SPBc2_complete_genome_34	COG0741	4.1e-61	203.7	2298	1316	1769	COG
NC_001884.1_Bacillus_phage_SPBc2_complete_genome_34	COG5283	3.7e-31	105.0	2298	189	772	COG
NC_001884.1_Bacillus_phage_SPBc2_complete_genome_40	COG4974	2.5e-32	109.0	345	35	334	COG
NC_001884.1_Bacillus_phage_SPBc2_complete_genome_5	COG2746	1.4e-110	365.8	273	5	265	COG
NC_001884.1_Bacillus_phage_SPBc2_complete_genome_66	COG0776	1.5e-47	159.5	93	1	91	COG
NC_001884.1_Bacillus_phage_SPBc2_complete_genome_69	COG1476	5.4e-19	65.5	109	1	66	COG
NC_001884.1_Bacillus_phage_SPBc2_complete_genome_7	COG1525	1.9e-49	164.6	299	11	227	COG
NC_001884.1_Bacillus_phage_SPBc2_complete_genome_87	COG4974	1.1e-31	106.7	359	43	305	COG
NC_004166.2_Bacteriophage_SPP1_complete_nucleotide_sequence_1	COG3728	1.4e-17	60.9	140	1	93	COG
NC_004166.2_Bacteriophage_SPP1_complete_nucleotide_sequence_16	COG5614	1.2e-18	63.5	110	5	89	COG
NC_004166.2_Bacteriophage_SPP1_complete_nucleotide_sequence_2	COG1783	2.1e-98	326.4	373	6	368	COG
NC_004166.2_Bacteriophage_SPP1_complete_nucleotide_sequence_22	COG5412	3.8e-76	220.4	1033	494	988	COG
NC_004166.2_Bacteriophage_SPP1_complete_nucleotide_sequence_23	COG4722	1.9e-40	134.2	254	12	244	COG
NC_004166.2_Bacteriophage_SPP1_complete_nucleotide_sequence_24	COG4926	7.9e-41	136.0	1109	45	877	COG
NC_004166.2_Bacteriophage_SPP1_complete_nucleotide_sequence_30	COG0860	2.7e-67	224.1	272	3	219	COG
NC_004166.2_Bacteriophage_SPP1_complete_nucleotide_sequence_47	COG5377	2.5e-84	280.1	312	6	300	COG
NC_004166.2_Bacteriophage_SPP1_complete_nucleotide_sequence_51	COG3723	1.1e-92	307.6	288	2	277	COG
NC_004166.2_Bacteriophage_SPP1_complete_nucleotide_sequence_52	COG0629	7.4e-40	133.7	160	1	159	COG
NC_004166.2_Bacteriophage_SPP1_complete_nucleotide_sequence_55	COG4195	1.2e-57	191.8	198	4	195	COG
NC_004166.2_Bacteriophage_SPP1_complete_nucleotide_sequence_60	COG0305	1e-141	469.8	443	5	438	COG
NC_004166.2_Bacteriophage_SPP1_complete_nucleotide_sequence_7	COG2369	3.9e-31	105.3	309	5	282	COG
NC_011048.1_Bacillus_phage_phi29_complete_genome_16	COG5434	3.4e-25	83.6	855	105	489	COG
NC_011048.1_Bacillus_phage_phi29_complete_genome_19	COG3772	1.3e-62	208.0	259	1	177	COG
NC_011421.1_Bacillus_phage_SPO1_complete_genome_101	COG0305	3.1e-37	124.6	457	13	445	COG
NC_011421.1_Bacillus_phage_SPO1_complete_genome_103	COG0420	6.2e-47	157.2	365	1	347	COG
NC_011421.1_Bacillus_phage_SPO1_complete_genome_108	COG0419	3.3e-70	222.7	638	1	630	COG
NC_011421.1_Bacillus_phage_SPO1_complete_genome_109	COG0358	3.6e-33	111.8	345	19	327	COG
NC_011421.1_Bacillus_phage_SPO1_complete_genome_110	COG0756	1.9e-23	79.2	172	19	167	COG
NC_011421.1_Bacillus_phage_SPO1_complete_genome_119	COG3505	5.1e-20	66.6	907	418	719	COG
NC_011421.1_Bacillus_phage_SPO1_complete_genome_128	COG0207	1.7e-45	152.1	384	11	230	COG
NC_011421.1_Bacillus_phage_SPO1_complete_genome_132	COG0776	9.4e-28	94.6	100	1	93	COG
NC_011421.1_Bacillus_phage_SPO1_complete_genome_133	COG0749	1.5e-55	185.1	610	196	597	COG
NC_011421.1_Bacillus_phage_SPO1_complete_genome_133	COG1573	4.7e-39	130.4	610	8	194	COG
NC_011421.1_Bacillus_phage_SPO1_complete_genome_135	COG0749	6.4e-83	276.0	306	8	283	COG
NC_011421.1_Bacillus_phage_SPO1_complete_genome_143	COG0258	5.1e-67	223.3	315	3	235	COG
NC_011421.1_Bacillus_phage_SPO1_complete_genome_145	COG1793	2.1e-50	168.8	424	13	423	COG
NC_011421.1_Bacillus_phage_SPO1_complete_genome_151	COG4195	8.2e-59	195.6	207	2	203	COG
NC_011421.1_Bacillus_phage_SPO1_complete_genome_156	COG5852	7.8e-32	106.5	81	1	71	COG
NC_011421.1_Bacillus_phage_SPO1_complete_genome_160	COG0210	1.1e-187	622.5	979	29	949	COG
NC_011421.1_Bacillus_phage_SPO1_complete_genome_42	COG5482	2.9e-33	111.8	241	1	205	COG
NC_011421.1_Bacillus_phage_SPO1_complete_genome_48	COG5525	3.5e-46	154.1	548	21	477	COG
NC_011421.1_Bacillus_phage_SPO1_complete_genome_50	COG1191	2.6e-24	80.1	232	24	224	COG
NC_011421.1_Bacillus_phage_SPO1_complete_genome_53	COG4632	5.1e-42	141.1	438	19	276	COG
NC_011421.1_Bacillus_phage_SPO1_complete_genome_56	COG1875	5.1e-37	124.2	299	10	271	COG
NC_011421.1_Bacillus_phage_SPO1_complete_genome_58	COG3584	3.1e-61	204.7	244	48	242	COG
NC_011421.1_Bacillus_phage_SPO1_complete_genome_59	COG0209	1.9e-183	607.9	757	25	747	COG
NC_011421.1_Bacillus_phage_SPO1_complete_genome_60	COG0208	4.3e-96	318.5	347	3	345	COG
NC_011421.1_Bacillus_phage_SPO1_complete_genome_64	COG4695	1.9e-33	111.2	508	147	481	COG
NC_011421.1_Bacillus_phage_SPO1_complete_genome_79	COG0791	3.2e-50	168.1	723	453	643	COG
NC_011421.1_Bacillus_phage_SPO1_complete_genome_84	COG3299	2.7e-48	161.0	348	2	346	COG
NC_011421.1_Bacillus_phage_SPO1_complete_genome_92	COG5434	2.2e-35	118.8	697	185	543	COG
NC_011421.1_Bacillus_phage_SPO1_complete_genome_95	COG3420	7e-33	64.7	602	32	488	COG
NC_011421.1_Bacillus_phage_SPO1_complete_genome_96	COG4824	1.2e-19	67.2	160	13	156	COG
NC_011421.1_Bacillus_phage_SPO1_complete_genome_97	COG3409	3.6e-44	86.6	344	124	243	COG
NC_011421.1_Bacillus_phage_SPO1_complete_genome_97	COG3409	3.6e-44	60.1	344	262	333	COG
NC_011421.1_Bacillus_phage_SPO1_complete_genome_99	COG1061	2.8e-61	204.2	531	45	505	COG
NC_019487.1_Bacillus_phage_SP10_complete_genome_121	COG5525	5e-40	133.9	547	47	451	COG
NC_019487.1_Bacillus_phage_SP10_complete_genome_122	COG1191	1.3e-36	122.9	237	12	225	COG
NC_019487.1_Bacillus_phage_SP10_complete_genome_128	COG0553	3.7e-93	309.6	739	188	734	COG
NC_019487.1_Bacillus_phage_SP10_complete_genome_131	COG5546	6.9e-20	67.6	98	6	96	COG
NC_019487.1_Bacillus_phage_SP10_complete_genome_133	COG3409	3.7e-21	72.1	237	108	233	COG
NC_019487.1_Bacillus_phage_SP10_complete_genome_134	COG0266	3.3e-65	216.8	275	1	273	COG
NC_019487.1_Bacillus_phage_SP10_complete_genome_135	COG3584	1.2e-57	192.9	246	2	244	COG
NC_019487.1_Bacillus_phage_SP10_complete_genome_137	COG1875	1.7e-28	96.2	217	21	215	COG
NC_019487.1_Bacillus_phage_SP10_complete_genome_140	COG4695	9.1e-34	112.7	585	163	549	COG
NC_019487.1_Bacillus_phage_SP10_complete_genome_154	COG4193	1.4e-48	163.1	968	677	916	COG
NC_019487.1_Bacillus_phage_SP10_complete_genome_155	COG0791	2.7e-27	92.6	593	440	583	COG
NC_019487.1_Bacillus_phage_SP10_complete_genome_159	COG3299	2.2e-57	191.3	352	2	349	COG
NC_019487.1_Bacillus_phage_SP10_complete_genome_167	COG1061	3.4e-61	202.0	571	42	541	COG
NC_019487.1_Bacillus_phage_SP10_complete_genome_169	COG0305	5.7e-45	150.2	485	16	460	COG
NC_019487.1_Bacillus_phage_SP10_complete_genome_170	COG0420	1.6e-44	149.2	353	1	339	COG
NC_019487.1_Bacillus_phage_SP10_complete_genome_171	COG0419	3.1e-76	254.1	668	1	664	COG
NC_019487.1_Bacillus_phage_SP10_complete_genome_173	COG0358	1.4e-34	116.5	335	23	322	COG
NC_019487.1_Bacillus_phage_SP10_complete_genome_174	COG0756	8.2e-28	93.8	204	59	201	COG
NC_019487.1_Bacillus_phage_SP10_complete_genome_177	COG1780	1.2e-44	149.5	123	1	117	COG
NC_019487.1_Bacillus_phage_SP10_complete_genome_178	COG0209	3.9e-177	587.1	701	15	692	COG
NC_019487.1_Bacillus_phage_SP10_complete_genome_179	COG0208	1.3e-100	333.3	368	26	364	COG
NC_019487.1_Bacillus_phage_SP10_complete_genome_190	COG0207	1.2e-46	155.9	383	9	231	COG
NC_019487.1_Bacillus_phage_SP10_complete_genome_192	COG0776	1.2e-24	84.3	107	5	99	COG
NC_019487.1_Bacillus_phage_SP10_complete_genome_193	COG0749	4.7e-151	360.3	895	524	872	COG
NC_019487.1_Bacillus_phage_SP10_complete_genome_193	COG0749	4.7e-151	139.3	895	160	499	COG
NC_019487.1_Bacillus_phage_SP10_complete_genome_197	COG0468	3.2e-84	279.7	348	37	342	COG
NC_019487.1_Bacillus_phage_SP10_complete_genome_198	COG0258	1.2e-63	208.4	322	3	315	COG
NC_019487.1_Bacillus_phage_SP10_complete_genome_200	COG1793	8.5e-43	143.7	424	7	423	COG
NC_019487.1_Bacillus_phage_SP10_complete_genome_206	COG3505	8.9e-18	60.2	844	387	787	COG
NC_019487.1_Bacillus_phage_SP10_complete_genome_212	COG4195	1.2e-68	227.8	207	2	199	COG
NC_019487.1_Bacillus_phage_SP10_complete_genome_220	COG1234	1.1e-30	103.4	318	4	232	COG
NC_019487.1_Bacillus_phage_SP10_complete_genome_73	COG1621	8.4e-131	434.4	482	3	476	COG
NC_019487.1_Bacillus_phage_SP10_complete_genome_88	COG1690	6.2e-117	387.9	503	19	501	COG
NC_019487.1_Bacillus_phage_SP10_complete_genome_93	COG2131	1.9e-63	211.8	142	1	136	COG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_100	COG4570	6.7e-19	64.9	200	54	173	COG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_113	COG2131	9.4e-51	170.0	177	2	173	COG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_114	COG0208	2.4e-95	316.0	350	10	322	COG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_115	COG0209	4.7e-171	567.0	699	59	690	COG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_116	COG1780	9.9e-30	100.5	140	1	135	COG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_120	COG0459	4.4e-71	233.0	563	11	557	COG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_133	COG0328	1.3e-24	83.6	178	1	165	COG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_164	COG3409	7.1e-57	62.6	405	348	403	COG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_164	COG3409	7.1e-57	63.7	405	273	329	COG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_188	COG4474	1.6e-56	188.0	183	1	179	COG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_19	COG0417	1.6e-28	95.3	555	40	510	COG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_191	COG0305	2.8e-18	62.0	562	159	458	COG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_200	COG0507	3.5e-67	224.1	406	4	404	COG
