qseqid	sseqid	qlen	slen	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore
sp|Q45358|C18AA_PAEPP	NC_019487.1_Bacillus_phage_SP10_complete_genome_CDS_0087	706	89	29.577	71	44	2	244	308	10	80	0.85	26.2
sp|P42063|APPC_BACSU	NC_011421.1_Bacillus_phage_SPO1_complete_genome_CDS_0106	303	139	40.741	27	16	0	195	221	20	46	0.85	25.4
sp|P42063|APPC_BACSU	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_CDS_0109	303	139	40.741	27	16	0	195	221	20	46	0.85	25.4
sp|P54450|CWLH_BACSU	NC_011421.1_Bacillus_phage_SPO1_complete_genome_CDS_0026	250	158	42.105	19	11	0	109	127	58	76	0.86	25.4
sp|Q08788|SRFAD_BACSU	NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_CDS_0229	242	184	31.111	45	31	0	29	73	26	70	0.86	25.4
sp|P22066|SAS2_PARBF	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0132	64	372	47.059	17	9	0	19	35	172	188	0.86	22.3
sp|P39067|ACUC_BACSU	NC_019487.1_Bacillus_phage_SP10_complete_genome_CDS_0140	387	738	26.316	38	28	0	340	377	299	336	0.86	26.9
sp|P71088|SP0M_BACSU	NC_011421.1_Bacillus_phage_SPO1_complete_genome_CDS_0215	258	108	66.667	12	4	0	76	87	60	71	0.86	25
sp|P37466|VEG_BACSU	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0155	86	173	34.146	41	17	2	37	68	22	61	0.87	23.1
sp|P45706|CCDA_BACSU	NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_CDS_0246	235	62	30.612	49	29	2	42	88	6	51	0.87	23.9
sp|Q9ZAZ6|CR1GB_BACTZ	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0250	1169	232	23.333	60	42	1	442	501	8	63	0.87	28.1
sp|C3LI29|TGL_BACAC	NC_011421.1_Bacillus_phage_SPO1_complete_genome_CDS_0109	276	722	37.736	53	31	2	154	205	516	567	0.87	26.2
sp|C3P6X0|TGL_BACAA	NC_011421.1_Bacillus_phage_SPO1_complete_genome_CDS_0109	276	722	37.736	53	31	2	154	205	516	567	0.87	26.2
sp|Q45729|C15AA_BACUT	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0182	340	244	32.5	40	25	1	283	320	107	146	0.87	26.2
sp|Q6HEJ9|TGL_BACHK	NC_011421.1_Bacillus_phage_SPO1_complete_genome_CDS_0109	276	722	37.736	53	31	2	154	205	516	567	0.87	26.2
sp|Q81MS1|TGL_BACAN	NC_011421.1_Bacillus_phage_SPO1_complete_genome_CDS_0109	276	722	37.736	53	31	2	154	205	516	567	0.87	26.2
sp|P37475|SP2E_BACSU	NC_011421.1_Bacillus_phage_SPO1_complete_genome_CDS_0155	827	906	30	100	47	5	665	742	142	240	0.88	28.1
sp|Q45757|CR6AA_BACTU	NC_001884.1_Bacillus_phage_SPBc2_complete_genome_CDS_0003	475	236	37.037	54	28	2	201	250	84	135	0.88	26.6
sp|P32959|PBPE_BACSU	NC_011421.1_Bacillus_phage_SPO1_complete_genome_CDS_0117	451	1129	31.034	58	31	2	294	351	445	493	0.88	26.9
sp|Q03415|ENP1_LYSSH	NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_CDS_0120	396	1127	39.13	46	26	2	189	233	796	840	0.88	26.9
sp|B7HG19|HPR_BACC4	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_CDS_0249	185	94	28.125	64	37	2	85	148	39	93	0.88	24.3
sp|B7HG19|HPR_BACC4	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_CDS_0003	185	94	28.125	64	37	2	85	148	39	93	0.88	24.3
sp|B7IKC1|HPR_BACC2	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_CDS_0249	185	94	28.125	64	37	2	85	148	39	93	0.88	24.3
sp|B7IKC1|HPR_BACC2	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_CDS_0003	185	94	28.125	64	37	2	85	148	39	93	0.88	24.3
sp|P33657|RPSE_CLOAB	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0243	235	767	32	50	25	1	24	64	31	80	0.88	25.8
sp|P84613|CR4AA_BACTK	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0141	281	345	25	76	47	2	180	253	115	182	0.88	26.2
sp|Q813W6|HPR_BACCR	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_CDS_0249	185	94	28.125	64	37	2	85	148	39	93	0.88	24.3
sp|Q813W6|HPR_BACCR	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_CDS_0003	185	94	28.125	64	37	2	85	148	39	93	0.88	24.3
sp|Q97L63|SPLB_CLOAB	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0283	336	233	23.932	117	82	2	112	225	50	162	0.89	26.2
sp|P26906|DPPE_BACSU	NC_011421.1_Bacillus_phage_SPO1_complete_genome_CDS_0067	543	265	33.333	54	28	2	469	521	56	102	0.89	26.9
sp|P52938|SP0A_CLODI	NC_011048.1_Bacillus_phage_phi29_complete_genome_CDS_0016	274	448	34.091	44	25	1	157	200	157	196	0.89	26.2
sp|A0RAQ6|HPR_BACAH	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_CDS_0249	185	94	28.125	64	37	2	85	148	39	93	0.89	24.3
sp|A0RAQ6|HPR_BACAH	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_CDS_0003	185	94	28.125	64	37	2	85	148	39	93	0.89	24.3
sp|B7H546|RACA_BACC4	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0248	180	471	23.077	78	58	1	15	92	79	154	0.89	25
sp|B7HZH8|HPR_BACC7	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_CDS_0249	185	94	28.125	64	37	2	85	148	39	93	0.89	24.3
sp|B7HZH8|HPR_BACC7	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_CDS_0003	185	94	28.125	64	37	2	85	148	39	93	0.89	24.3
sp|B7JCX5|HPR_BACC0	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_CDS_0249	185	94	28.125	64	37	2	85	148	39	93	0.89	24.3
sp|B7JCX5|HPR_BACC0	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_CDS_0003	185	94	28.125	64	37	2	85	148	39	93	0.89	24.3
sp|B9IT66|HPR_BACCQ	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_CDS_0249	185	94	28.125	64	37	2	85	148	39	93	0.89	24.3
sp|B9IT66|HPR_BACCQ	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_CDS_0003	185	94	28.125	64	37	2	85	148	39	93	0.89	24.3
sp|C1EKG1|HPR_BACC3	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_CDS_0249	185	94	28.125	64	37	2	85	148	39	93	0.89	24.3
sp|C1EKG1|HPR_BACC3	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_CDS_0003	185	94	28.125	64	37	2	85	148	39	93	0.89	24.3
sp|C3LCW8|HPR_BACAC	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_CDS_0249	185	94	28.125	64	37	2	85	148	39	93	0.89	24.3
sp|C3LCW8|HPR_BACAC	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_CDS_0003	185	94	28.125	64	37	2	85	148	39	93	0.89	24.3
sp|C3P2U9|HPR_BACAA	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_CDS_0249	185	94	28.125	64	37	2	85	148	39	93	0.89	24.3
sp|C3P2U9|HPR_BACAA	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_CDS_0003	185	94	28.125	64	37	2	85	148	39	93	0.89	24.3
sp|O31681|YKVP_BACSU	NC_011421.1_Bacillus_phage_SPO1_complete_genome_CDS_0026	399	158	40.541	37	19	1	223	259	16	49	0.89	26.2
sp|P96619|YDCC_BACSU	NC_011421.1_Bacillus_phage_SPO1_complete_genome_CDS_0123	338	157	30.263	76	39	3	176	248	40	104	0.89	25.8
sp|Q63EV6|HPR_BACCZ	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_CDS_0249	185	94	28.125	64	37	2	85	148	39	93	0.89	24.3
sp|Q63EV6|HPR_BACCZ	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_CDS_0003	185	94	28.125	64	37	2	85	148	39	93	0.89	24.3
sp|Q6HMB8|HPR_BACHK	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_CDS_0249	185	94	28.125	64	37	2	85	148	39	93	0.89	24.3
sp|Q6HMB8|HPR_BACHK	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_CDS_0003	185	94	28.125	64	37	2	85	148	39	93	0.89	24.3
sp|Q73CB7|HPR_BACC1	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_CDS_0249	185	94	28.125	64	37	2	85	148	39	93	0.89	24.3
sp|Q73CB7|HPR_BACC1	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_CDS_0003	185	94	28.125	64	37	2	85	148	39	93	0.89	24.3
sp|Q81DW0|RACA_BACCR	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0248	180	471	23.077	78	58	1	15	92	79	154	0.89	25
sp|Q81JG1|HPR_BACAN	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_CDS_0249	185	94	28.125	64	37	2	85	148	39	93	0.89	24.3
sp|Q81JG1|HPR_BACAN	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_CDS_0003	185	94	28.125	64	37	2	85	148	39	93	0.89	24.3
sp|Q01367|SP3AA_BACSU	NC_019487.1_Bacillus_phage_SP10_complete_genome_CDS_0187	307	487	30.769	39	27	0	140	178	207	245	0.89	26.2
sp|B7H965|SP2AB_BACC4	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_CDS_0071	146	265	28.75	80	41	4	66	145	42	105	0.9	24.6
sp|B7IWI6|SP2AB_BACC2	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_CDS_0071	146	265	28.75	80	41	4	66	145	42	105	0.9	24.6
sp|Q45715|CR1KA_BACTM	NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_CDS_0291	1215	135	39.286	28	14	1	98	122	55	82	0.9	27.3
sp|Q45715|CR1KA_BACTM	NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_CDS_0016	1215	135	39.286	28	14	1	98	122	55	82	0.9	27.3
sp|B7IVK0|TGL_BACC2	NC_011421.1_Bacillus_phage_SPO1_complete_genome_CDS_0109	276	722	37.736	53	31	2	154	205	516	567	0.9	26.2
sp|O32123|YUTH_BACSU	NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_CDS_0185	339	76	62.5	16	6	0	301	316	37	52	0.9	24.6
sp|P24141|OPPA_BACSU	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0125	545	276	26.531	49	32	1	185	229	88	136	0.91	26.9
sp|Q5WDK8|GPMI_SHOC1	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_CDS_0215	510	572	31.25	48	28	1	122	169	441	483	0.91	27.3
sp|A7GNL0|SSPH2_BACCN	NC_001884.1_Bacillus_phage_SPBc2_complete_genome_CDS_0219	59	176	40	25	12	1	13	37	48	69	0.91	21.9
sp|Q45758|CR6BA_BACTU	NC_004166.2_Bacteriophage_SPP1_complete_nucleotide_sequence_CDS_0014	395	214	32.222	90	48	2	226	315	66	142	0.91	26.2
sp|Q81DD0|SP2SB_BACCR	NC_001884.1_Bacillus_phage_SPBc2_complete_genome_CDS_0015	58	357	30	30	21	0	19	48	311	340	0.91	22.3
sp|Q81V87|SSPH1_BACAN	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_CDS_0234	59	68	22.414	58	45	0	1	58	1	58	0.91	21.6
sp|P06534|SP0A_BACSU	NC_019487.1_Bacillus_phage_SP10_complete_genome_CDS_0184	267	572	29.31	58	41	0	20	77	430	487	0.92	26.2
sp|Q9WX11|BLDN_STRCO	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0097	264	921	30.189	53	29	2	163	214	855	900	0.92	26.2
sp|Q03524|SP5D_BACSU	NC_019487.1_Bacillus_phage_SP10_complete_genome_CDS_0153	646	286	23.944	71	46	2	35	98	55	124	0.92	27.3
sp|P02960|SASC_PRIMG	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_CDS_0107	72	571	29.825	57	38	2	15	70	14	69	0.92	22.7
sp|P71044|SP2Q_BACSU	NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_CDS_0151	283	257	29.167	48	24	1	37	84	61	98	0.92	25.8
sp|Q81SY4|MECA2_BACAN	NC_049976.1_Bacillus_phage_Nf_complete_genome_CDS_0023	202	321	38.462	26	16	0	171	196	132	157	0.92	25.4
sp|Q01367|SP3AA_BACSU	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_CDS_0213	307	488	30.769	39	27	0	140	178	207	245	0.92	26.2
sp|Q9L268|SSGB_STRCO	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_CDS_0059	137	73	19.608	51	41	0	57	107	4	54	0.93	23.5
sp|C5D403|SP2AB_GEOSW	NC_019487.1_Bacillus_phage_SP10_complete_genome_CDS_0132	146	541	64.286	14	5	0	60	73	230	243	0.93	24.6
sp|Q5KXJ2|SP2AB_GEOKA	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0202	146	599	25.581	86	58	2	61	142	368	451	0.93	24.6
sp|A8FDR3|SSPN_BACP2	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0362	48	40	30.769	26	18	0	22	47	3	28	0.93	20.8
sp|A4IQI5|SP2AB_GEOTN	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_CDS_0244	146	571	36.111	36	23	0	97	132	102	137	0.94	24.6
sp|O31773|PBPX_BACSU	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0335	391	135	31.034	29	20	0	146	174	35	63	0.94	25.8
sp|P02960|SASC_PRIMG	NC_011421.1_Bacillus_phage_SPO1_complete_genome_CDS_0104	72	571	29.825	57	38	2	15	70	14	69	0.94	22.7
sp|P33658|RPSG_CLOAB	NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_CDS_0085	257	274	24.074	54	40	1	182	235	213	265	0.94	25.8
sp|P40866|SP5AA_BACSU	NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_CDS_0164	206	442	20.455	44	33	1	106	149	392	433	0.94	25.4
sp|Q9X519|GPMI_GEOSE	NC_001884.1_Bacillus_phage_SPBc2_complete_genome_CDS_0221	511	173	34.043	47	26	1	160	201	123	169	0.95	26.6
sp|P45870|RACA_BACSU	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_CDS_0114	184	178	27.907	86	52	4	55	136	50	129	0.95	24.6
sp|P55339|ECSA_BACSU	NC_019487.1_Bacillus_phage_SP10_complete_genome_CDS_0189	247	667	26.531	49	36	0	144	192	593	641	0.95	25.8
sp|A0RHX9|TGL_BACAH	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_CDS_0112	276	722	37.736	53	31	2	154	205	516	567	0.95	26.2
sp|C1EPX7|TGL_BACC3	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_CDS_0112	276	722	37.736	53	31	2	154	205	516	567	0.95	26.2
sp|P26777|SP2AA_BACLI	NC_011421.1_Bacillus_phage_SPO1_complete_genome_CDS_0027	117	221	40	30	14	2	24	50	32	60	0.95	23.9
sp|Q635W3|TGL_BACCZ	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_CDS_0112	276	722	37.736	53	31	2	154	205	516	567	0.95	26.2
sp|P42061|APPA_BACSU	NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_CDS_0116	543	425	20.29	138	97	4	134	264	243	374	0.96	26.9
sp|B7HME8|TGL_BACC7	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_CDS_0112	276	722	37.736	53	31	2	154	205	516	567	0.96	26.2
sp|B9IW43|TGL_BACCQ	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_CDS_0112	276	722	37.736	53	31	2	154	205	516	567	0.96	26.2
sp|P15281|SP3D_BACSU	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0102	93	390	36.364	33	21	0	6	38	221	253	0.96	23.5
sp|Q18C29|COTB_CLOD6	NC_019487.1_Bacillus_phage_SP10_complete_genome_CDS_0169	304	967	20.833	72	46	1	33	93	403	474	0.96	26.2
sp|P37475|SP2E_BACSU	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_CDS_0156	827	906	41.463	41	19	2	665	701	142	181	0.97	28.1
sp|A4IQI5|SP2AB_GEOTN	NC_019487.1_Bacillus_phage_SP10_complete_genome_CDS_0154	146	571	36.111	36	23	0	97	132	102	137	0.97	24.6
sp|P50739|SLEB_BACSU	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0107	305	255	30.357	56	35	1	131	182	9	64	0.97	25.8
sp|Q81QD6|SP2SA_BACAN	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0323	248	548	52.381	21	10	0	25	45	266	286	0.97	25.8
sp|A4ISB5|SSPH3_GEOTN	NC_011421.1_Bacillus_phage_SPO1_complete_genome_CDS_0238	65	133	37.037	27	17	0	26	52	79	105	0.97	22.3
sp|B7JKT7|TGL_BACC0	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_CDS_0112	276	722	37.736	53	31	2	154	205	516	567	0.97	26.2
sp|O32322|CT2BB_BACTJ	NC_019487.1_Bacillus_phage_SP10_complete_genome_CDS_0225	263	423	30.303	66	44	1	74	137	71	136	0.97	25.8
sp|Q5WD36|TLP_SHOC1	NC_001884.1_Bacillus_phage_SPBc2_complete_genome_CDS_0161	76	124	53.846	13	6	0	22	34	40	52	0.97	22.7
sp|P24141|OPPA_BACSU	NC_011421.1_Bacillus_phage_SPO1_complete_genome_CDS_0067	545	265	27.66	47	34	0	459	505	44	90	0.98	26.9
sp|A7Z692|SP2AB_BACVZ	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_CDS_0229	146	62	34.615	26	17	0	58	83	30	55	0.98	23.1
sp|O31687|STOA_BACSU	NC_019487.1_Bacillus_phage_SP10_complete_genome_CDS_0140	165	738	30.189	53	37	0	14	66	600	652	0.98	25
sp|Q47N25|SSGB_THEFY	NC_001884.1_Bacillus_phage_SPBc2_complete_genome_CDS_0052	138	2285	34.211	38	23	1	103	138	1126	1163	0.98	24.6
sp|P52934|SP0A_GEOSE	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0219	259	96	52.632	19	9	0	75	93	32	50	0.99	24.6
sp|A7GUR8|GPMI_BACCN	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0006	509	237	25.275	91	54	5	58	143	55	136	0.99	26.6
sp|O05391|BOFC_BACSU	NC_011421.1_Bacillus_phage_SPO1_complete_genome_CDS_0095	170	253	23.333	30	23	0	110	139	151	180	0.99	24.6
sp|P56953|CR1CB_BACTG	NC_019487.1_Bacillus_phage_SP10_complete_genome_CDS_0094	1176	142	39.024	41	22	1	551	588	79	119	0.99	27.3
sp|P56953|CR1CB_BACTG	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_CDS_0037	1176	142	39.024	41	22	1	551	588	79	119	0.99	27.3
sp|Q45704|CR8AA_BACUK	NC_011421.1_Bacillus_phage_SPO1_complete_genome_CDS_0089	1157	756	25.773	97	57	4	74	166	232	317	0.99	28.5
sp|Q65K99|YKUD_BACLD	NC_011421.1_Bacillus_phage_SPO1_complete_genome_CDS_0122	165	696	41.935	31	18	0	134	164	67	97	0.99	25
sp|A8FGT0|TGL_BACP2	NC_004166.2_Bacteriophage_SPP1_complete_nucleotide_sequence_CDS_0010	246	382	27.928	111	57	3	3	104	11	107	0.99	25.8
sp|C3LI29|TGL_BACAC	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_CDS_0112	276	722	37.736	53	31	2	154	205	516	567	0.99	26.2
sp|C3P6X0|TGL_BACAA	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_CDS_0112	276	722	37.736	53	31	2	154	205	516	567	0.99	26.2
sp|P56957|C22AA_BACTU	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0298	722	749	29.762	84	45	4	246	321	496	573	0.99	27.7
sp|Q6HEJ9|TGL_BACHK	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_CDS_0112	276	722	37.736	53	31	2	154	205	516	567	0.99	26.2
sp|Q7WY58|SSPJ_BACSU	NC_019487.1_Bacillus_phage_SP10_complete_genome_CDS_0215	46	885	46.154	26	14	0	7	32	157	182	0.99	21.6
sp|Q81MS1|TGL_BACAN	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_CDS_0112	276	722	37.736	53	31	2	154	205	516	567	0.99	26.2
sp|A0RH02|TLP_BACAH	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0144	65	562	41.667	36	16	1	12	42	128	163	0.99	22.3
sp|B7I056|TLP_BACC7	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0144	65	562	41.667	36	16	1	12	42	128	163	0.99	22.3
sp|B7JI37|TLP_BACC0	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0144	65	562	41.667	36	16	1	12	42	128	163	0.99	22.3
sp|B9IUC0|TLP_BACCQ	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0144	65	562	41.667	36	16	1	12	42	128	163	0.99	22.3
sp|C1EN48|TLP_BACC3	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0144	65	562	41.667	36	16	1	12	42	128	163	0.99	22.3
sp|C3L9C5|TLP_BACAC	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0144	65	562	41.667	36	16	1	12	42	128	163	0.99	22.3
sp|C3P449|TLP_BACAA	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0144	65	562	41.667	36	16	1	12	42	128	163	0.99	22.3
sp|Q01368|SP3AB_BACSU	NC_001884.1_Bacillus_phage_SPBc2_complete_genome_CDS_0108	171	168	25.862	58	40	1	34	91	84	138	0.99	24.6
sp|Q637L7|TLP_BACCZ	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0144	65	562	41.667	36	16	1	12	42	128	163	0.99	22.3
sp|Q6HFI9|TLP_BACHK	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0144	65	562	41.667	36	16	1	12	42	128	163	0.99	22.3
sp|Q733N0|TLP_BACC1	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0144	65	562	41.667	36	16	1	12	42	128	163	0.99	22.3
sp|Q81Y88|TLP_BACAN	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0144	65	562	41.667	36	16	1	12	42	128	163	0.99	22.3
sp|Q9WX11|BLDN_STRCO	NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_CDS_0186	264	343	33.333	57	30	1	200	248	188	244	1	25.8
sp|Q9X519|GPMI_GEOSE	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0121	511	129	32	50	33	1	436	485	8	56	1	25.8
sp|O05272|ASNO_BACSU	NC_019487.1_Bacillus_phage_SP10_complete_genome_CDS_0089	614	110	28.302	53	35	1	313	362	10	62	1	26.2
sp|P39620|GERQ_BACSU	NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_CDS_0026	181	86	20.755	53	42	0	108	160	14	66	1	23.9
sp|Q7AKN0|WHIB_STRCO	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_CDS_0264	87	151	37.143	35	20	2	4	36	53	87	1	23.1
sp|Q7AKN0|WHIB_STRCO	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0263	87	301	29.31	58	26	3	13	70	135	177	1	23.1
sp|Q7WY62|SDA_BACSU	NC_011048.1_Bacillus_phage_phi29_complete_genome_CDS_0023	52	131	57.143	14	6	0	30	43	111	124	1	21.6
sp|A7GS97|SP2AB_BACCN	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_CDS_0100	146	468	30.645	62	37	3	13	74	101	156	1	24.6
sp|O85805|CR1BE_BACTU	NC_019487.1_Bacillus_phage_SP10_complete_genome_CDS_0180	1227	1500	23.077	104	69	3	881	976	888	988	1	28.5
sp|O87906|C25AA_BACTJ	NC_001884.1_Bacillus_phage_SPBc2_complete_genome_CDS_0076	675	478	29.31	58	38	2	89	146	229	283	1	27.3
sp|P09662|C10AA_BACTI	NC_001884.1_Bacillus_phage_SPBc2_complete_genome_CDS_0177	675	126	28	50	24	2	390	427	2	51	1	26.2
sp|P0CY50|COMX_BACIU	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_CDS_0092	58	792	32.143	28	19	0	1	28	650	677	1	21.9
sp|P55339|ECSA_BACSU	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_CDS_0211	247	667	26.531	49	36	0	144	192	593	641	1	25.8
sp|Q182S9|YICC_CLOD6	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0157	293	151	27.397	73	47	2	148	220	81	147	1	25.4
sp|Q182S9|YICC_CLOD6	NC_019487.1_Bacillus_phage_SP10_complete_genome_CDS_0184	293	572	25.806	93	51	3	58	150	48	122	1	26.2
sp|Q65K99|YKUD_BACLD	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_CDS_0125	165	696	41.935	31	18	0	134	164	67	97	1	25
sp|Q9KCN2|SP2AB_HALH5	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_CDS_0100	146	468	28.571	63	39	3	13	75	101	157	1	24.6
sp|Q9ZNL9|CR9EA_BACTA	NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_CDS_0260	1150	131	34.211	38	25	0	920	957	94	131	1	26.9
sp|A7Z2M2|SSPK_BACVZ	NC_049976.1_Bacillus_phage_Nf_complete_genome_CDS_0018	50	304	36	25	16	0	24	48	133	157	1	21.6
sp|B7IVK0|TGL_BACC2	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_CDS_0112	276	722	37.736	53	31	2	154	205	516	567	1	25.8
sp|C0SPA3|YLXW_BACSU	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_CDS_0091	231	243	25.217	115	74	3	11	115	8	120	1	25.4
sp|P0A3T9|GERPD_BACCE	NC_001884.1_Bacillus_phage_SPBc2_complete_genome_CDS_0044	64	367	56.25	16	7	0	12	27	297	312	1	22.3
sp|P70877|SP2AA_HEYCO	NC_011421.1_Bacillus_phage_SPO1_complete_genome_CDS_0066	116	207	35.897	39	22	1	38	73	45	83	1	23.9
sp|P70877|SP2AA_HEYCO	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_CDS_0070	116	207	35.897	39	22	1	38	73	45	83	1	23.9
