target	product	best_hit	HMM	evalue	score	EC	gene	ORF_start	ORF_end	product_start	product_end	product_length	ORF_length-aa
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_218	hypothetical	phrog_16273	PHROG	1.5e-40	134.1			145924	146136	1	70	69	101
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_219	Hypothetical protein	VOG40081	VOG	8.6e-37	121.7			146222	146380	1	52	51	101
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_220	hypothetical	phrog_32539	PHROG	1e-78	258.3			146370	146765	1	131	130	101
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_221	Hypothetical protein	VOG16424	VOG	4.7e-26	86.9			146808	146981	2	57	55	101
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_222	Hypothetical protein	VOG56801	VOG	1.1e-63	209.5			146997	147371	1	124	123	101
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_223	Hypothetical							147408	147677				
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_224	Hypothetical protein	VOG09470	VOG	7.8e-47	153.5			147795	148004	1	69	68	101
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_225	Hypothetical							148091	148327				
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_226	Hypothetical protein	VOG07823	VOG	3.5e-48	158.4			148420	148683	1	87	86	101
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_227	Hypothetical protein	VOG30704	VOG	3.3e-52	170.9			148715	149059	14	113	99	101
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_228	Hypothetical protein	VOG30860	VOG	1.6e-41	136.9			149071	149268	1	65	64	101
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_229	Hypothetical							149412	149588				
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_230	hypothetical	phrog_37572	PHROG	8.5e-72	235.9			149600	149968	1	122	121	101
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_231	hypothetical	phrog_35438	PHROG	5.9e-76	248.8			149970	150332	1	120	119	101
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_232	Hypothetical protein	VOG12320	VOG	5.3e-55	180.4			150335	150622	1	95	94	101
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_233	Hypothetical							150645	150827				
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_234	Hypothetical protein	VOG55961	VOG	5e-46	151.3			150824	151066	1	80	79	101
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_235	hypothetical	phrog_28063	PHROG	3e-68	224.0			151096	151434	2	112	110	101
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_236	hypothetical	phrog_27474	PHROG	2.8e-58	190.8			152165	152422	1	85	84	101
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_237	hypothetical	phrog_21881	PHROG	2.5e-174	574.2			152422	153180	1	252	251	101
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_238	Hypothetical protein	VOG17473	VOG	9.3e-53	174.2			153348	153725	1	121	120	101
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_239	hypothetical	phrog_17101	PHROG	3.5e-32	106.8			153981	154181	1	66	65	101
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_240	hypothetical	phrog_13748	PHROG	2.5e-30	101.0			154234	154392	1	52	51	101
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_241	Hypothetical protein	VOG45719	VOG	1.1e-41	136.9			154568	154810	1	80	79	101
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_242	Hypothetical protein	VOG04040	VOG	5.6e-46	153.2			155095	155475	1	126	125	101
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_243	hypothetical	phrog_14540	PHROG	1.1e-88	290.8			155563	155970	1	135	134	101
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_244	Hypothetical protein	VOG24642	VOG	6.7e-52	170.4			156063	156311	1	82	81	101
NC_049976.1_Bacillus_phage_Nf_complete_genome_1	hypothetical	phrog_17724	PHROG	5.1e-39	128.6			316	492	1	58	57	101
NC_049976.1_Bacillus_phage_Nf_complete_genome_2	hypothetical protein	pVOG0874	PVOG	4.1e-36	119.3			489	659	1	56	55	101
NC_049976.1_Bacillus_phage_Nf_complete_genome_3	hypothetical	phrog_37664	PHROG	4.4e-49	161.0			646	849	1	67	66	101
NC_049976.1_Bacillus_phage_Nf_complete_genome_4	hypothetical	phrog_36757	PHROG	3.7e-30	99.9			849	959	1	36	35	101
NC_049976.1_Bacillus_phage_Nf_complete_genome_5	Podoviridae DNA polymerase	K21237	KOFam_all_KEGG	2.5e-299	990.3	2.7.7.7	gp2	985	2703	1	572	571	101
NC_049976.1_Bacillus_phage_Nf_complete_genome_6	DNA terminal protein	pVOG0875	PVOG	1.5e-104	345.6			2729	3388	1	219	218	101
NC_049976.1_Bacillus_phage_Nf_complete_genome_7	unannotated protein	pVOG0876	PVOG	9.6e-74	242.1			3418	3795	1	125	124	101
NC_049976.1_Bacillus_phage_Nf_complete_genome_8	single strand DNA binding protein	phrog_14995	PHROG	1.7e-74	244.5			3811	4179	1	122	121	101
NC_049976.1_Bacillus_phage_Nf_complete_genome_9	unannotated protein	pVOG0878	PVOG	2.1e-43	143.2			4280	4582	1	100	99	101
NC_049976.1_Bacillus_phage_Nf_complete_genome_10	head scaffolding protein	pVOG0879	PVOG	2.3e-48	159.4			4895	5200	1	100	99	101
NC_049976.1_Bacillus_phage_Nf_complete_genome_11	Major capsid protein	VOG45255	VOG	6e-177	585.4			5224	6573	6	445	439	101
NC_049976.1_Bacillus_phage_Nf_complete_genome_12	head fiber protein	phrog_14753	PHROG	4.4e-145	472.1			6573	7346	1	257	256	101
NC_049976.1_Bacillus_phage_Nf_complete_genome_13	Bacillus phage phi29, Tail knob protein gp9, C-terminal domain	PF20934	PFAM	1.9e-243	804.1		phi29_gp9_C	7359	9155	151	596	445	101
NC_049976.1_Bacillus_phage_Nf_complete_genome_14	Phage Connector (GP10)	PF05352	PFAM	2.5e-155	512.5		Phage_connector	9155	10081	7	284	277	101
NC_049976.1_Bacillus_phage_Nf_complete_genome_15	Proximal tail tube connector protein	VOG61939	VOG	2.4e-183	605.2			10041	10955	1	304	303	101
NC_049976.1_Bacillus_phage_Nf_complete_genome_16	unannotated protein	pVOG4660	PVOG	0.0	1054.8			10968	13553	1	845	844	101
NC_049976.1_Bacillus_phage_Nf_complete_genome_17	hypothetical	phrog_11037	PHROG	1.4e-208	688.7			13564	14655	1	363	362	101
NC_049976.1_Bacillus_phage_Nf_complete_genome_18	toxin secretion/phage lysis holin	TIGR01593	TIGRFAM	3.3e-31	104.4			14683	15081	5	131	126	101
NC_049976.1_Bacillus_phage_Nf_complete_genome_19	Endolysin	VOG64052	VOG	2.1e-126	413.8			15083	15871	1	251	250	101
NC_049976.1_Bacillus_phage_Nf_complete_genome_20	Podovirus DNA encapsidation protein (Gp16)	PF05894	PFAM	4.2e-181	598.1		Podovirus_Gp16	15885	16883	1	331	330	101
NC_049976.1_Bacillus_phage_Nf_complete_genome_21	Hypothetical protein	VOG54930	VOG	9.4e-38	124.7			17087	17248	1	53	52	101
NC_049976.1_Bacillus_phage_Nf_complete_genome_22	GP16.7-like replication protein	pVOG0885	PVOG	1.6e-59	196.4			17245	17637	1	130	129	101
NC_049976.1_Bacillus_phage_Nf_complete_genome_23	Hypothetical protein	VOG54588	VOG	4.9e-67	219.0			17655	17948	1	97	96	101
NC_049976.1_Bacillus_phage_Nf_complete_genome_24	Hypothetical							17929	18225				
NC_049976.1_Bacillus_phage_Nf_complete_genome_25	hypothetical	phrog_25689	PHROG	2.5e-73	240.9			18218	18607	1	129	128	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_1	Hypothetical protein	VOG11891	VOG	1.2e-103	339.8			64	522	1	152	151	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_2	hypothetical	phrog_30713	PHROG	3e-142	468.4			542	1183	1	213	212	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_3	major head protein	phrog_20655	PHROG	0.0	1046.3			1295	2890	1	531	530	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_4	Capsid maturation protease	VOG50134	VOG	9.5e-231	760.8			2957	3928	1	323	322	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_5	hypothetical	phrog_33977	PHROG	1.2e-45	150.4			3963	4151	1	62	61	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_6	RNA polymerase	phrog_28674	PHROG	7.2e-165	542.5			4285	4998	1	237	236	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_7	Terminase large subunit	VOG02985	VOG	1.4e-124	410.1			5105	5710	1	201	200	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_8	Hypothetical							6850	6945				
NC_043027.1_Bacillus_virus_PBS1_complete_genome_9	Gene 13 protein	VOG55957	VOG	3.3e-24	82.1			7092	8306	18	403	385	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_10	Hypothetical protein	VOG47478	VOG	2.7e-174	574.1			8416	9186	1	256	255	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_11	Hypothetical protein	VOG18080	VOG	2.1e-162	534.4			9207	9917	1	236	235	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_12	virion structural protein	phrog_2926	PHROG	8.2e-65	215.1			10012	10758	4	248	244	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_13	tail sheath	phrog_19666	PHROG	0.0	2015.1			10824	13787	1	987	986	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_14	virion structural protein	phrog_21257	PHROG	6.6e-168	553.2			13897	14694	1	265	264	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_15	Virion structural protein	VOG67375	VOG	0.0	1224.7			14746	16941	1	731	730	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_16	Hypothetical protein	VOG54254	VOG	3.5e-167	551.0			17028	17744	1	238	237	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_17	hypothetical	phrog_29831	PHROG	3.6e-56	183.9			17852	18088	1	78	77	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_18	Rnase H	phrog_2259	PHROG	6.6e-71	234.4			18102	18695	1	194	193	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_19	DNA polymerase	phrog_3011	PHROG	1.5e-131	436.3			18709	20373	7	549	542	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_20	hypothetical	phrog_37561	PHROG	2.6e-57	187.6			20534	20788	1	84	83	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_21	Hypothetical protein	VOG48249	VOG	5.2e-71	233.1			20816	21196	1	126	125	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_22	hypothetical	phrog_25399	PHROG	2.1e-51	168.5			21201	21455	1	84	83	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_23	hypothetical	phrog_34549	PHROG	4.8e-56	183.5			21466	21720	14	84	70	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_24	hypothetical	phrog_30915	PHROG	1.6e-106	349.9			21674	22144	1	156	155	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_25	hypothetical	phrog_30272	PHROG	4.6e-113	371.4			22137	22637	1	166	165	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_26	DNA double-strand break repair ATPase	VOG61430	VOG	0.0	1633.0			22650	25385	1	911	910	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_27	Uncharacterized 17.1 kDa protein in Gp30-rIII intergenic region	VOG26007	VOG	3.7e-57	190.6			25409	25828	1	139	138	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_28	Hypothetical protein	VOG54930	VOG	7.8e-32	105.8			25907	26050	1	47	46	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_29	Hypothetical protein	VOG11650	VOG	3e-151	497.8			26235	26921	1	228	227	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_30	Hypothetical protein	VOG03263	VOG	1e-182	601.7			27395	28168	1	257	256	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_31	hypothetical	phrog_34384	PHROG	3.1e-36	119.9			28213	28392	1	59	58	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_32	Hypothetical							28404	28568				
NC_043027.1_Bacillus_virus_PBS1_complete_genome_33	Hypothetical							28745	28843				
NC_043027.1_Bacillus_virus_PBS1_complete_genome_34	HNH endonuclease	phrog_559	PHROG	8.4e-148	489.9			28891	30375	1	493	492	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_35	HNH endonuclease	phrog_559	PHROG	2.2e-89	297.2			30728	31636	1	300	299	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_36	RNA polymerase beta subunit	phrog_2986	PHROG	3.2e-116	384.6			32185	33357	2	389	387	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_37	hypothetical	phrog_38419	PHROG	1.1e-61	201.4			33446	33709	1	87	86	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_38	Sigma factor	VOG51866	VOG	7.7e-107	350.7			33738	34199	1	153	152	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_39	hypothetical	phrog_37578	PHROG	1.1e-51	169.5			34250	34507	13	85	72	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_40	Hypothetical protein	VOG40659	VOG	7.6e-135	446.0			34536	35261	1	241	240	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_41	DNA polymerase	phrog_2927	PHROG	1.6e-175	341.1			35341	37266	293	638	345	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_42	Virion structural protein	VOG42395	VOG	1e-66	218.2			37454	37753	1	99	98	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_43	RNA polymerase beta subunit	VOG64559	VOG	0.0	1181.6			37999	39894	1	631	630	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_44	hypothetical	phrog_33091	PHROG	2.3e-135	445.0			40017	40607	1	196	195	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_45	ATP-dependent DNA helicase uvsW	VOG16662	VOG	1.2e-46	156.0			40624	42057	11	466	455	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_46	DHH phosphoesterase	phrog_26954	PHROG	3.1e-182	600.9			42146	43036	1	296	295	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_47	exonuclease	phrog_37557	PHROG	3.8e-126	414.6			43026	43583	1	185	184	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_48	hypothetical	phrog_37812	PHROG	9e-42	137.7			43627	43797	1	56	55	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_49	hypothetical	phrog_30462	PHROG	2.9e-68	222.9			43794	44081	1	95	94	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_50	Hypothetical protein	VOG43260	VOG	4e-243	801.8			44166	45191	1	341	340	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_51	Hypothetical protein	VOG29535	VOG	3e-77	252.4			45221	45559	1	112	111	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_52	Hypothetical protein	VOG30601	VOG	7.5e-96	309.1			45602	46060	1	152	151	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_53	hypothetical	phrog_38856	PHROG	3.5e-107	353.0			46076	46672	1	198	197	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_54	Virion structural protein	VOG63805	VOG	1.3e-196	650.1			46713	47900	1	395	394	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_55	Virion structural protein	VOG11857	VOG	1e-176	582.7			48038	48847	1	269	268	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_56	Hypothetical protein	VOG56740	VOG	1.6e-53	175.1			48866	49081	1	71	70	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_57	hypothetical	phrog_36684	PHROG	2.7e-75	245.9			49109	49438	1	109	108	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_58	Hypothetical protein	VOG56665	VOG	8.8e-218	718.0			49593	50516	1	307	306	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_59	hypothetical	phrog_21614	PHROG	9.1e-64	209.7			50591	50941	1	116	115	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_60	hypothetical	phrog_21614	PHROG	1.7e-67	221.8			50943	51302	1	119	118	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_61	Zinc-finger domain protein	VOG07678	VOG	2.3e-67	220.2			51283	51606	12	107	95	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_62	hypothetical	phrog_28312	PHROG	3.4e-40	132.5			51666	51818	1	50	49	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_63	hypothetical	phrog_4182	PHROG	4.3e-65	215.6			51811	52275	1	151	150	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_64	hypothetical	phrog_34394	PHROG	3.1e-97	318.6			52502	52915	1	137	136	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_65	hypothetical	phrog_21592	PHROG	2.6e-100	330.4			52935	53468	1	177	176	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_66	DnaJ-type Zn finger domain protein	VOG36885	VOG	1.7e-33	111.0			53468	53596	1	42	41	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_67	Hypothetical protein	VOG50641	VOG	3.8e-90	297.2			53593	54087	1	164	163	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_68	hypothetical	phrog_37359	PHROG	4.3e-69	226.0			54059	54367	1	102	101	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_69	hypothetical	phrog_29988	PHROG	8e-42	138.0			54378	54551	1	57	56	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_70	hypothetical	phrog_35614	PHROG	2.5e-38	126.4			54638	54781	1	47	46	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_71	Putative band 7 family protein R614	VOG14292	VOG	3.3e-81	269.6			54765	55571	3	259	256	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_72	hypothetical	phrog_11035	PHROG	3.5e-31	104.0			55639	55863	1	74	73	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_73	zinc-finger domain protein	phrog_29271	PHROG	2.5e-71	232.8			55875	56183	1	102	101	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_74	hypothetical	phrog_30213	PHROG	2.7e-86	282.4			56186	56554	1	122	121	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_75	hypothetical	phrog_35230	PHROG	3.4e-47	154.9			56557	56751	1	64	63	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_76	hypothetical	phrog_30521	PHROG	2.9e-117	385.1			56751	57266	1	171	170	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_77	hypothetical	phrog_32734	PHROG	2.1e-39	129.6			57279	57422	1	47	46	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_78	HNH endonuclease	phrog_559	PHROG	8.6e-180	474.5			57440	59203	74	582	508	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_79	RNA polymerase beta subunit	VOG67664	VOG	2.5e-197	654.7			59273	60319	1	348	347	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_80		GVOG05098	GVDB	5.9e-35	117.4			61170	61847	56	220	164	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_81	RNA polymerase beta subunit	phrog_38251	PHROG	0.0	1853.0			62799	65564	1	921	920	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_82	Hypothetical protein	VOG10899	VOG	1.4e-59	195.0			65689	65949	1	86	85	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_83	Hypothetical protein	VOG51314	VOG	6.4e-132	433.7			65961	66542	1	193	192	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_84	hypothetical	phrog_22549	PHROG	0.0	1334.0			66548	68509	1	653	652	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_85	Hypothetical protein	VOG45138	VOG	2.6e-82	269.6			68521	68907	4	128	124	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_86	Endolysin	VOG63514	VOG	8.6e-243	801.8			68996	70168	1	390	389	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_87	SPbeta prophage-derived uncharacterized protein YorA	VOG63306	VOG	0.0	1100.9			70234	72006	1	590	589	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_88	virion structural protein	phrog_16122	PHROG	1.4e-105	343.4			72111	72989	2	291	289	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_89	Virion structural protein	VOG05143	VOG	3.4e-109	358.2			73030	73509	1	159	158	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_90	Hypothetical protein	VOG09553	VOG	8.6e-81	264.5			73555	73908	1	117	116	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_91	Hypothetical protein	VOG39846	VOG	3.9e-171	563.8			74138	74905	1	255	254	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_92	hypothetical	phrog_34209	PHROG	9.1e-118	386.4			75010	75507	1	165	164	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_93	hypothetical	phrog_38096	PHROG	2.6e-226	746.1			75563	76513	1	316	315	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_94	hypothetical	phrog_31630	PHROG	3e-82	269.1			76540	76896	1	118	117	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_95	Hypothetical							76918	77325				
NC_043027.1_Bacillus_virus_PBS1_complete_genome_96	hypothetical	phrog_26249	PHROG	0.0	4022.2			77508	83285	1	1925	1924	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_97	virion structural protein	phrog_20401	PHROG	5.3e-207	684.6			83303	84331	1	342	341	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_98	Hypothetical protein	VOG14666	VOG	5.7e-42	137.8			85129	85284	1	51	50	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_99	Virion structural protein	VOG12835	VOG	1.3e-71	238.1			85309	85698	2	129	127	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_100	RusA-like Holliday junction resolvase	phrog_140	PHROG	3.1e-30	101.8			85816	86415	1	182	181	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_101	Hypothetical protein	VOG07590	VOG	1.3e-113	372.9			86394	86900	1	168	167	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_102	kinase	phrog_35709	PHROG	5.7e-96	314.4			86928	87347	1	139	138	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_103	Hypothetical protein	VOG13198	VOG	6.3e-191	629.1			87393	88223	1	276	275	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_104	hypothetical	phrog_18960	PHROG	0.0	1734.1			88240	90954	1	904	903	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_105	virion structural protein	phrog_21400	PHROG	1.4e-180	595.7			90966	91898	1	310	309	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_106	virion structural protein	phrog_23804	PHROG	2.8e-272	899.6			92322	93584	1	420	419	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_107	Virion structural protein	VOG15002	VOG	1.5e-238	787.2			93600	94634	1	344	343	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_108	virion structural protein	phrog_26049	PHROG	2.3e-221	730.9			94708	95826	1	372	371	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_109	hypothetical	phrog_29947	PHROG	4.4e-208	686.0			95894	96784	1	296	295	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_110	Hypothetical protein	VOG04685	VOG	2.8e-278	918.4			96790	97980	1	396	395	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_111	hypothetical	phrog_34800	PHROG	7.1e-45	147.6			98019	98201	1	60	59	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_112	Hypothetical protein	VOG19844	VOG	8.8e-264	870.6			98194	99327	1	377	376	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_113	Deoxycytidylate deaminase	VOG20914	VOG	2.9e-52	175.1			99330	99860	1	172	171	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_114	ribonucleotide-diphosphate reductase subunit beta	PRK09614.1-2	PGAP	4.2e-137	452.8			99953	101002	12	332	320	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_115	ribonucleoside-diphosphate reductase, class 1b, alpha subunit	TIGR04170	TIGRFAM	8.7e-289	956.1		nrdE	101029	103125	3	698	695	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_116	Protein NrdI	VOG08745	VOG	2e-35	118.2			103088	103507	1	130	129	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_117	DNA primase	VOG54060	VOG	1.4e-190	629.5			103521	104558	1	345	344	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_118	RNA polymerase	VOG34906	VOG	0.0	1062.3			104672	106066	1	464	463	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_119	Hypothetical protein	VOG01670	VOG	2.8e-152	503.0			106128	106952	1	271	270	101
