"","final_gene","phage","mmseqs_qseqid","sporulation_hit","Host","Description"
"105306","K01447","OM236514","OM236514_26","sporulation_gene","Bacillus","Bacillus phage rho14"
"105307","K01447","OP503982","OP503982_19","sporulation_gene","Paenibacillus","Paenibacillus phage Ollie"
"105308","K01447","OM236515","OM236515_42","sporulation_gene","Bacillus","Bacillus phage SPR"
"105309","K01447","OP503987","OP503987_19","sporulation_gene","Paenibacillus","Paenibacillus phage UtuhinaGold_Zacery"
"105310","K01447","OM350012","OM350012_68","sporulation_gene","Bacillus","Bacillus phage Darren"
"105311","K01447","OM350013","OM350013_68","sporulation_gene","Bacillus","Bacillus phage MrBubbles"
"105312","K01447","OM638104","OM638104_13","sporulation_gene","Clostridium","Clostridium phage LPCPA6"
"105313","K01447","OM654379","OM654379_24","sporulation_gene","Bacillus","Bacillus phage vB_BauS_KLEB27-1"
"105314","K01447","OM728300","OM728300_45","sporulation_gene","Bacillus","Bacillus phage vB_BsuM-Goe17"
"105315","K01447","OM728301","OM728301_42","sporulation_gene","Bacillus","Bacillus phage vB_BsuM-Goe20"
"105316","K01447","OM728302","OM728302_41","sporulation_gene","Bacillus","Bacillus phage vB_BsuM-Goe24"
"105317","K01447","OM728303","OM728303_43","sporulation_gene","Bacillus","Bacillus phage vB_BsuM-Goe25"
"105318","K01447","OM728304","OM728304_45","sporulation_gene","Bacillus","Bacillus phage vB_BsuM-Goe27"
"105319","K01447","OP918669","OP918669_24","sporulation_gene","Bacillus","Bacillus phage yong1"
"105320","K01447","OQ259508","OQ259508_42","sporulation_gene","Bacillus","Bacillus phage BC-6"
"105321","K01447","OQ259509","OQ259509_11","sporulation_gene","Bacillus","Bacillus phage BC-7"
"105322","K01447","OQ317942","OQ317942_25","sporulation_gene","Bacillus","Bacillus phage 0105phi7-2"
"105323","K01447","OQ870554","OQ870554_48","sporulation_gene","Bacillus","Bacillus phage PSYJ-YH"
"105324","K01447","OQ921342","OQ921342_69","sporulation_gene","Bacillus","Bacillus phage SPbetaL2"
"105325","K01447","OQ921343","OQ921343_64","sporulation_gene","Bacillus","Bacillus phage SPbetaL3"
"105326","K01447","PP579743","PP579743_192","sporulation_gene","Bacillus","Bacillus phage KKP_4048"
"105327","K01447","OQ921345","OQ921345_62","sporulation_gene","Bacillus","Bacillus phage SPbetaL5"
"105328","K01447","OQ921346","OQ921346_59","sporulation_gene","Bacillus","Bacillus phage SPbetaL6"
"105329","K01447","OQ921346","OQ921346_59","sporulation_gene","Bacillus","Bacillus phage SPbetaL6"
"105330","K01447","OQ921347","OQ921347_59","sporulation_gene","Bacillus","Bacillus phage SPbetaL7"
"105331","K01447","OQ921348","OQ921348_62","sporulation_gene","Bacillus","Bacillus phage SPbetaL8"
"105332","K01447","OQ921348","OQ921348_62","sporulation_gene","Bacillus","Bacillus phage SPbetaL8"
"105333","K01447","OR208547","OR208547_24","sporulation_gene","Bacillus","Bacillus phage phi18-2"
"105334","K01447","OR487170","OR487170_38","sporulation_gene","Bacillus","Bacillus phage FI_KG-Lek"
"105335","K02335","NC_030903","NC_030903_28","sporulation_gene","Bacillus","Bacillus phage SPG24"
"105336","K02335","NC_030903","NC_030903_28","sporulation_gene","Bacillus","Bacillus phage SPG24"
"105337","K01447","PP197244","PP197244_25","sporulation_gene","Terrisporobacter","Terrisporobacter phage TPELB_ph1"
"105338","K01447","PP197245","PP197245_24","sporulation_gene","Terrisporobacter","Terrisporobacter phage TVCOM_ph1"
"105339","K01447","PP197247","PP197247_19","sporulation_gene","Terrisporobacter","Terrisporobacter phage TPDSL_ph2"
"105340","K01447","PP468604","PP468604_174","sporulation_gene","Bacillus","Bacillus phage BvP"
"105341","K01447","PP579745","PP579745_190","sporulation_gene","Bacillus","Bacillus phage KKP_4050"
"105342","K01447","PP526178","PP526178_16","sporulation_gene","Bacillus","Bacillus phage phi3T"
"105343","K01447","PP526178","PP526178_16","sporulation_gene","Bacillus","Bacillus phage phi3T"
"105344","K01447","PP526179","PP526179_16","sporulation_gene","Bacillus","Bacillus phage phi3T-SPBeta hybrid"
"105345","K01447","PP526179","PP526179_16","sporulation_gene","Bacillus","Bacillus phage phi3T-SPBeta hybrid"
"105346","K01447","PP579742","PP579742_192","sporulation_gene","Bacillus","Bacillus phage KKP_4047"
"105347","K01447","PP579744","PP579744_191","sporulation_gene","Bacillus","Bacillus phage KKP_4049"
"105348","K01447","PP626411","PP626411_183","sporulation_gene","Bacillus","Bacillus phage fHSPT3"
"105349","K01447","PQ154629","PQ154629_69","sporulation_gene","Bacillus","Bacillus phage JackRabbit"
"105350","K01447","PQ217616","PQ217616_66","sporulation_gene","Bacillus","Bacillus phage Azalea"
"105351","K01447","PQ241118","PQ241118_19","sporulation_gene","Clostridium","Clostridium phage vB_CpeB_CP1"
"105352","K01447","OP503994","OP503994_20","sporulation_gene","Paenibacillus","Paenibacillus phage vB_PlaS-3/A"
"105353","K01447","OP503995","OP503995_19","sporulation_gene","Paenibacillus","Paenibacillus phage vB_PlaS-5/A"
"105354","K01447","OQ921347","OQ921347_59","sporulation_gene","Bacillus","Bacillus phage SPbetaL7"
"105355","K01447","OP503993","OP503993_20","sporulation_gene","Paenibacillus","Paenibacillus phage vB_PlaS-2/A"
"105356","K01448","LN681541","LN681541_36","sporulation_gene","Clostridium","Clostridium phage phiMMP01"
"105357","K01448","LN681542","LN681542_39","sporulation_gene","Clostridium","Clostridium phage phiMMP03"
"105358","K01448","LN881738","LN881738_49","sporulation_gene","Clostridium","Clostridium phage slur17"
"105359","K01448","KF669659","KF669659_32","sporulation_gene","Bacillus","Bacillus phage Riggi"
"105360","K01448","KJ676859","KJ676859_11","sporulation_gene","Bacillus","Bacillus phage JBP901"
"105361","K01448","KM983332","KM983332_55","sporulation_gene","Clostridium","Clostridium phage phiCT19406C"
"105362","K01448","KP063902","KP063902_55","sporulation_gene","Bacillus","Bacillus phage BalMu-1"
"105363","K01448","KP063903","KP063903_55","sporulation_gene","Bacillus","Bacillus phage BalMu-1"
"105364","K01448","KT001912","KT001912_26","sporulation_gene","Bacillus","Bacillus phage Silence"
"105365","K01448","KT187252","KT187252_12","sporulation_gene","Bacillus","Bacillus phage PBC6"
"105366","K01448","KT224359","KT224359_40","sporulation_gene","Bacillus","Bacillus phage TsarBomba"
"105367","K01448","KT755656","KT755656_19","sporulation_gene","Paenibacillus","Paenibacillus phage Tripp"
"105368","K01448","KT995480","KT995480_44","sporulation_gene","Bacillus","Bacillus phage BM15"
"105369","K01448","KU057941","KU057941_25","sporulation_gene","Clostridium","Clostridium phage CDSH1"
"105370","K01448","KU160495","KU160495_51","sporulation_gene","Exiguobacterium","Exiguobacterium phage vB_EauS-123"
"105371","K01448","KU517658","KU517658_46","sporulation_gene","Clostridium","Clostridium phage HM T"
"105372","K01448","KU640380","KU640380_105","sporulation_gene","Bacillus","Bacillus phage Shbh1"
"105373","K01448","KU836751","KU836751_33","sporulation_gene","Bacillus","Bacillus phage Leo2"
"105374","K01448","KX190833","KX190833_74","sporulation_gene","Bacillus","Bacillus phage vB_BtS_BMBtp14"
"105375","K01448","KX228399","KX228399_32","sporulation_gene","Clostridium","Clostridium phage CDKM9"
"105376","K01448","KX228400","KX228400_39","sporulation_gene","Clostridium","Clostridium phage CDKM15"
"105377","K01448","KX495186","KX495186_9","sporulation_gene","Bacillus","Bacillus phage PK16"
"105378","K01448","KX905163","KX905163_34","sporulation_gene","Clostridioides","Clostridioides phage phiSemix9P1"
"105379","K01448","KX961630","KX961630_39","sporulation_gene","Bacillus","Bacillus phage QCM8"
"105380","K01448","KX987999","KX987999_198","sporulation_gene","Bacillus","Bacillus phage BCP12"
"105381","K01448","KY996523","KY996523_15","sporulation_gene","Clostridium","Clostridium phage CPS1"
"105382","K01448","LC597490","LC597490_65","sporulation_gene","Bacillus","Bacillus phage vB_BceM_WH1"
"105383","K01448","LC785692","LC785692_102","sporulation_gene","Bacillus","Bacillus phage CM1"
"105384","K01448","LK985321","LK985321_25","sporulation_gene","Clostridium","Clostridium phage phiCDHM14"
"105385","K01448","LK985322","LK985322_40","sporulation_gene","Clostridium","Clostridium phage phiCDHM19"
"105386","K01448","LN681534","LN681534_31","sporulation_gene","Clostridium","Clostridium phage phiCD24-1"
"105387","K01448","LN681535","LN681535_24","sporulation_gene","Clostridium","Clostridium phage phiCD111"
"105388","K01448","LN681536","LN681536_23","sporulation_gene","Clostridium","Clostridium phage phiCD146"
"105389","K01448","LN681537","LN681537_47","sporulation_gene","Clostridium","Clostridium phage phiCD211"
"105390","K01448","LN681539","LN681539_34","sporulation_gene","Clostridium","Clostridium phage phiCD505"
"105391","K01448","LN681540","LN681540_27","sporulation_gene","Clostridium","Clostridium phage phiCD506"
"105392","K01448","MN524844","MN524844_21","sporulation_gene","Bacillus","Bacillus phage vB_Bpu_PumA1"
"105393","K01448","MN524845","MN524845_23","sporulation_gene","Bacillus","Bacillus phage vB_Bpu_PumA2"
"105394","K01448","MN604230","MN604230_27","sporulation_gene","Bacillus","Bacillus phage vB_BcM_Sam112"
"105395","K01448","MN604698","MN604698_27","sporulation_gene","Bacillus","Bacillus phage vB_BcM_Sam46"
"105396","K01448","MN718463","MN718463_6","sporulation_gene","Clostridium","Clostridium phage phiCDKH01"
"105397","K01448","MN727882","MN727882_20","sporulation_gene","Geobacillus","Geobacillus phage GBK1"
"105398","K01448","MN857617","MN857617_13","sporulation_gene","Bacillus","Bacillus phage SRT01hs"
"105399","K01448","MT104122","MT104122_28","sporulation_gene","Sporosarcina","Sporosarcina phage Lietuvens"
"105400","K01448","MT193276","MT193276_45","sporulation_gene","Clostridioides","Clostridioides phage JD033"
"105401","K01448","MT422786","MT422786_34","sporulation_gene","Bacillus","Bacillus phage Novomoskovsk"
"105402","K01448","MT514532","MT514532_33","sporulation_gene","Bacillus","Bacillus phage Bolokhovo"
"105403","K01448","MT980836","MT980836_20","sporulation_gene","Ruminococcus","Ruminococcus phage phiRg507T2_2"
"105404","K01448","MT980838","MT980838_22","sporulation_gene","Ruminococcus","Ruminococcus phage phiRg519T2"
"105405","K01448","MT980839","MT980839_19","sporulation_gene","Ruminococcus","Ruminococcus phage phiRgPS_6"
"105406","K01448","MT980840","MT980840_20","sporulation_gene","Ruminococcus","Ruminococcus phage phiRgIBDN1"
"105407","K01448","MT980841","MT980841_19","sporulation_gene","Ruminococcus","Ruminococcus phage phiRM10"
"105408","K01448","MW354669","MW354669_20","sporulation_gene","Bacillus","Bacillus phage BSTP5"
"105409","K01448","MW354676","MW354676_53","sporulation_gene","Bacillus","Bacillus phage BSTP8"
"105410","K01448","MW354677","MW354677_9","sporulation_gene","Bacillus","Bacillus phage BSTP10"
"105411","K01448","MW354678","MW354678_45","sporulation_gene","Bacillus","Bacillus phage BSTP12"
"105412","K01448","MW419775","MW419775_22","sporulation_gene","Bacillus","Bacillus phage WhyPhy"
"105413","K01448","MW478291","MW478291_28","sporulation_gene","Clostridium","Clostridium phage phiCp-D"
"105414","K01448","MW512570","MW512570_36","sporulation_gene","Clostridioides","Clostridioides phage CD1801"
"105415","K01448","MW512571","MW512571_38","sporulation_gene","Clostridioides","Clostridioides phage CD2301"
"105416","K01448","MW512571","MW512571_29","sporulation_gene","Clostridioides","Clostridioides phage CD2301"
"105417","K01448","MW512572","MW512572_18","sporulation_gene","Clostridioides","Clostridioides phage phiCD08011"
"105418","K01448","MW512573","MW512573_33","sporulation_gene","Clostridioides","Clostridioides phage phiCD418"
"105419","K01448","MW815121","MW815121_10","sporulation_gene","Clostridium","Clostridium phage vB_CpeP_HN02"
"105420","K01448","MZ089978","MZ089978_25","sporulation_gene","Bacillus","Bacillus phage Sato"
"105421","K01448","MZ089979","MZ089979_24","sporulation_gene","Bacillus","Bacillus phage Sole"
"105422","K01448","MZ092003","MZ092003_45","sporulation_gene","Paenibacillus","Paenibacillus phage Pd_22F"
"105423","K01448","MZ401006","MZ401006_22","sporulation_gene","Clostridium","Clostridium phage CPQ4"
"105424","K01448","MZ570263","MZ570263_24","sporulation_gene","Cytobacillus","Cytobacillus phage Bfsp1"
"105425","K01448","MZ995505","MZ995505_15","sporulation_gene","Clostridium","Clostridium phage vB_CpeP_PMQ04"
"105426","K01448","NC_002649","NC_002649_20","sporulation_gene","Bacillus","Bacillus phage GA1"
"105427","K01448","NC_003524","NC_003524_21","sporulation_gene","Clostridium","Clostridium phage phi3626"
"105428","K01448","NC_004166","NC_004166_30","sporulation_gene","Bacillus","Bacillus phage SPP1"
"105429","K01448","NC_006557","NC_006557_55","sporulation_gene","Bacillus","Bacillus phage BCASJ1c"
"105430","K01448","NC_006945","NC_006945_23","sporulation_gene","Bacillus","Bacillus phage GIL16c"
"105431","K01448","NC_007917","NC_007917_37","sporulation_gene","Clostridium","Clostridium phage phi CD119"
"105432","K01448","NC_008376","NC_008376_34","sporulation_gene","Geobacillus","Geobacillus phage GBSV1"
"105433","K01448","NC_009231","NC_009231_42","sporulation_gene","Clostridioides","Clostridioides phage phiC2"
"105434","K01448","NC_009552","NC_009552_21","sporulation_gene","Geobacillus","Geobacillus virus E2"
"105435","K01448","NC_009737","NC_009737_34","sporulation_gene","Bacillus","Bacillus phage 1"
"105436","K01448","NC_011318","NC_011318_29","sporulation_gene","Clostridium","Clostridium phage phiCP39-O"
"105437","K01448","NC_011398","NC_011398_34","sporulation_gene","Clostridioides","Clostridioides phage phiCD27"
"105438","K01448","NC_011523","NC_011523_27","sporulation_gene","Bacillus","Bacillus phage AP50"
"105439","K01448","NC_015262","NC_015262_28","sporulation_gene","Clostridium","Clostridium phage phiCD6356"
"105440","K01448","NC_015568","NC_015568_23","sporulation_gene","Clostridium","Clostridium phage phiCD38-2"
"105441","K01448","NC_017976","NC_017976_25","sporulation_gene","Bacillus","Bacillus phage PBC1"
"105442","K01448","NC_018860","NC_018860_13","sporulation_gene","Bacillus","Bacillus phage BCP78"
"105443","K01448","NC_019421","NC_019421_34","sporulation_gene","Clostridium","Clostridium phage phiMMP02"
"105444","K01448","NC_019422","NC_019422_27","sporulation_gene","Clostridium","Clostridium phage phiMMP04"
"105445","K01448","NC_019508","NC_019508_33","sporulation_gene","Clostridium","Clostridium phage phiCP34O"
"105446","K01448","NC_019515","NC_019515_74","sporulation_gene","Bacillus","Bacillus phage BCD7"
"105447","K01448","NC_019523","NC_019523_14","sporulation_gene","Clostridium","Clostridium phage phi24R"
"105448","K01448","NC_019924","NC_019924_22","sporulation_gene","Clostridium","Clostridium phage phi8074-B1"
"105449","K01448","NC_020477","NC_020477_33","sporulation_gene","Bacillus","Bacillus phage Eoghan"
"105450","K01448","NC_020478","NC_020478_32","sporulation_gene","Bacillus","Bacillus phage Andromeda"
"105451","K01448","NC_020479","NC_020479_32","sporulation_gene","Bacillus","Bacillus phage Curly"
"105452","K01448","NC_020480","NC_020480_31","sporulation_gene","Bacillus","Bacillus phage Finn"
"105453","K01448","NC_020873","NC_020873_9","sporulation_gene","Bacillus","Bacillus phage vB_BceM_Bc431v3"
"105454","K01448","NC_020883","NC_020883_85","sporulation_gene","Bacillus","Bacillus phage PM1"
"105455","K01448","NC_022765","NC_022765_32","sporulation_gene","Bacillus","Bacillus phage Riggi"
"105456","K01448","NC_022766","NC_022766_33","sporulation_gene","Bacillus","Bacillus phage Glittering"
"105457","K01448","NC_022773","NC_022773_34","sporulation_gene","Bacillus","Bacillus phage Blastoid"
"105458","K01448","NC_023719","NC_023719_23","sporulation_gene","Bacillus","Bacillus phage G"
"105459","K01448","NC_024144","NC_024144_35","sporulation_gene","Clostridium","Clostridium phage CDMH1"
"105460","K01448","NC_027352","NC_027352_11","sporulation_gene","Bacillus","Bacillus phage JBP901"
"105461","K01448","NC_028764","NC_028764_34","sporulation_gene","Clostridium","Clostridium phage phiCD505"
"105462","K01448","NC_028838","NC_028838_27","sporulation_gene","Clostridium","Clostridium phage phiCD506"
"105463","K01448","NC_028883","NC_028883_36","sporulation_gene","Clostridium","Clostridium phage phiMMP01"
"105464","K01448","NC_028890","NC_028890_40","sporulation_gene","Bacillus","Bacillus phage TsarBomba"
"105465","K01448","NC_028905","NC_028905_24","sporulation_gene","Clostridium","Clostridium phage phiCD111"
"105466","K01448","NC_028930","NC_028930_19","sporulation_gene","Paenibacillus","Paenibacillus phage Tripp"
"105467","K01448","NC_028958","NC_028958_23","sporulation_gene","Clostridium","Clostridium phage phiCD146"
"105468","K01448","NC_028959","NC_028959_39","sporulation_gene","Clostridium","Clostridium phage phiMMP03"
"105469","K01448","NC_028996","NC_028996_40","sporulation_gene","Clostridium","Clostridium phage phiCDHM19"
